"","DataZone2011Code","AGE0","AGE1","AGE2","AGE3","AGE4","AGE5","AGE6","AGE7","AGE8","AGE9","AGE10","AGE11","AGE12","AGE13","AGE14","AGE15","AGE16","AGE17","AGE18","AGE19","AGE20","AGE21","AGE22","AGE23","AGE24","AGE25","AGE26","AGE27","AGE28","AGE29","AGE30","AGE31","AGE32","AGE33","AGE34","AGE35","AGE36","AGE37","AGE38","AGE39","AGE40","AGE41","AGE42","AGE43","AGE44","AGE45","AGE46","AGE47","AGE48","AGE49","AGE50","AGE51","AGE52","AGE53","AGE54","AGE55","AGE56","AGE57","AGE58","AGE59","AGE60","AGE61","AGE62","AGE63","AGE64","AGE65","AGE66","AGE67","AGE68","AGE69","AGE70","AGE71","AGE72","AGE73","AGE74","AGE75","AGE76","AGE77","AGE78","AGE79","AGE80","AGE81","AGE82","AGE83","AGE84","AGE85","AGE86","AGE87","AGE88","AGE89","AGE90"
"5214","S01011719",0,7,13,8,4,6,8,3,5,5,7,5,4,9,9,6,5,13,9,8,15,16,6,10,10,11,5,1,5,6,0,5,4,10,4,8,8,7,14,8,4,10,12,17,13,18,14,11,14,16,13,18,21,18,10,9,9,9,9,8,7,10,8,15,8,3,3,1,5,4,0,1,0,5,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0
"5215","S01011720",1,5,2,2,3,3,0,6,2,3,4,1,6,5,3,8,3,5,9,6,6,2,8,4,12,13,4,6,3,8,6,4,2,5,3,3,3,5,3,1,3,3,8,6,10,9,4,8,7,9,3,8,10,11,10,11,11,11,13,15,2,10,12,11,14,13,12,5,8,3,8,9,5,5,5,8,4,7,2,2,2,0,1,1,0,1,2,3,0,0,0
"5216","S01011721",8,8,4,15,10,10,7,7,5,10,8,15,10,11,8,3,9,8,11,7,7,4,4,5,5,6,6,9,2,9,7,11,9,5,10,10,11,10,16,6,4,8,15,14,5,8,6,8,8,8,6,3,12,8,8,4,3,6,8,10,10,21,22,18,13,26,10,6,10,3,12,5,6,8,11,5,8,8,6,1,5,6,3,4,1,0,2,1,1,0,4
"5217","S01011722",8,3,10,9,12,9,5,8,9,9,6,8,10,6,12,6,9,4,12,6,8,7,6,7,8,10,7,12,7,13,5,9,5,7,4,10,2,9,3,10,6,11,9,14,7,9,8,6,6,13,2,11,12,10,10,10,9,5,6,11,10,21,8,13,26,17,18,17,12,7,6,15,3,10,0,5,6,4,9,7,5,2,6,6,2,5,3,2,1,0,2
"5218","S01011723",8,9,17,9,9,14,9,12,15,11,4,10,12,9,19,14,7,13,19,9,8,10,7,7,17,2,6,8,9,13,11,18,17,14,9,16,9,12,12,17,17,21,20,17,16,22,6,9,15,19,12,14,12,10,13,9,7,12,16,13,21,12,16,22,17,17,12,9,16,7,9,9,11,13,8,5,5,4,5,4,6,3,3,3,3,4,3,1,1,0,4
"5219","S01011724",13,7,14,10,11,9,12,9,17,10,9,9,7,8,22,13,13,17,9,19,9,12,4,10,2,3,9,12,11,10,12,10,12,10,15,6,4,12,12,8,18,13,13,21,9,22,11,21,13,24,6,10,11,7,10,7,7,2,3,6,7,5,5,5,2,3,4,3,1,2,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,2,0,1,0,0,0
"5220","S01011725",8,6,8,9,5,6,10,9,7,11,8,10,10,4,9,9,16,9,5,11,11,14,17,9,12,4,7,7,0,6,6,7,10,5,12,8,9,8,9,4,8,10,8,10,20,10,13,18,18,12,15,16,11,15,20,4,16,11,3,4,5,8,2,7,3,3,4,1,1,3,1,2,0,2,3,1,2,3,2,3,0,0,1,0,0,0,0,0,0,0,0
"5221","S01011726",2,8,9,3,7,10,13,8,8,6,6,8,8,12,8,8,11,9,11,10,6,6,3,2,2,5,1,8,10,6,8,6,7,9,6,9,9,9,12,11,4,8,13,12,8,10,13,14,10,12,15,7,9,15,10,8,6,6,10,4,6,8,7,9,5,4,6,6,5,1,4,0,0,2,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0
"5222","S01011727",11,18,10,19,10,13,16,15,14,15,17,4,12,10,15,10,15,18,7,10,13,14,13,7,4,13,7,9,6,8,16,16,16,14,13,16,8,11,15,11,24,16,25,23,21,19,19,18,25,12,8,11,13,13,7,9,5,10,10,6,4,6,2,7,2,6,2,3,3,5,2,5,1,2,2,3,0,0,0,0,3,0,0,0,1,0,0,0,1,0,2
"5223","S01011728",9,11,13,13,5,6,9,7,15,16,9,7,11,6,10,5,15,9,7,12,13,15,12,18,7,13,12,12,10,17,14,16,17,14,14,12,6,14,13,10,18,19,9,9,10,14,6,11,17,7,7,14,10,12,14,14,9,9,13,6,12,10,16,15,20,15,19,10,10,5,5,9,6,9,7,6,6,8,4,3,5,5,1,2,4,1,3,2,0,1,5
"5224","S01011729",7,8,7,7,15,1,9,8,7,8,11,10,14,10,7,11,18,8,8,13,11,14,8,7,10,2,0,8,11,3,10,5,6,7,17,9,9,8,7,7,11,9,10,13,15,7,6,7,12,8,9,4,12,9,11,7,8,12,9,8,13,9,2,7,5,7,9,9,9,12,11,8,1,5,5,5,3,5,7,2,9,1,1,0,4,1,1,1,4,0,2
"5225","S01011730",6,3,4,5,4,6,4,1,4,4,5,2,7,6,2,8,5,4,10,12,1,9,4,6,13,5,9,8,9,3,14,15,3,13,10,5,6,9,8,5,5,9,18,8,14,12,13,4,5,9,9,10,16,8,17,12,14,15,26,23,17,20,18,18,23,25,24,15,12,16,15,15,13,14,11,14,6,9,7,4,8,6,5,3,5,2,4,3,1,0,1
"5226","S01011731",7,8,12,3,10,6,9,8,9,4,7,5,14,11,13,11,12,10,12,12,12,10,5,2,10,9,14,5,4,8,5,14,9,9,8,8,12,15,6,13,10,8,12,18,13,9,12,13,12,13,13,10,13,9,9,9,10,6,7,6,14,11,10,10,16,24,19,18,11,13,14,10,8,11,13,4,10,8,4,3,4,9,6,14,5,5,3,2,4,4,9
"5227","S01011732",0,3,5,3,6,7,2,7,8,4,7,4,8,7,5,5,11,10,10,11,9,14,8,9,6,11,5,4,3,7,6,10,11,7,8,7,7,5,8,8,5,5,8,12,4,9,9,16,17,15,9,8,12,11,12,25,19,19,16,17,19,14,18,17,14,24,23,11,20,15,6,6,7,5,4,10,4,5,3,1,0,4,1,2,0,0,1,1,0,0,1
"5228","S01011733",12,8,5,5,6,5,9,10,15,8,6,16,9,7,14,11,7,8,6,12,9,9,8,11,7,5,10,14,2,12,13,10,8,8,16,16,8,7,18,8,7,7,7,9,10,6,8,18,10,9,6,10,8,16,5,9,18,6,14,6,13,4,12,11,16,20,14,18,14,10,14,13,18,5,11,3,5,10,5,6,3,1,6,3,2,1,1,0,2,1,1
"5229","S01011734",6,3,8,6,6,3,9,6,7,10,7,8,10,6,5,4,7,9,14,11,11,7,7,4,11,5,4,8,13,9,7,11,7,7,6,4,12,7,4,10,9,17,10,6,14,17,6,8,10,12,14,19,8,17,8,9,7,11,10,8,6,12,18,7,9,11,14,15,13,12,6,11,8,7,6,9,12,8,8,4,9,7,4,4,2,2,2,0,2,0,3
"5230","S01011735",1,6,4,6,11,9,7,4,5,14,3,5,5,5,9,9,11,15,5,11,11,16,8,5,5,4,5,1,4,4,6,2,2,8,6,6,11,6,5,8,6,7,9,6,5,15,8,10,14,8,15,13,16,6,9,8,7,14,9,8,14,12,19,18,16,18,20,11,20,18,9,8,10,3,11,11,6,8,6,6,4,4,7,5,2,2,1,1,1,2,1
"5231","S01011736",7,10,12,10,13,13,8,14,5,12,9,12,12,13,8,9,14,9,4,8,12,8,11,11,13,12,7,10,6,15,5,4,20,11,16,6,15,17,8,12,10,11,13,12,16,12,15,12,11,13,8,4,5,4,9,8,10,7,5,7,5,5,5,6,5,9,13,3,3,10,8,4,4,6,7,3,7,5,3,5,1,2,5,1,0,0,0,2,1,0,1
"5232","S01011737",2,7,3,7,5,13,9,9,12,4,11,10,12,13,12,7,14,16,9,13,8,13,8,12,10,8,5,12,6,5,8,4,6,5,7,3,7,11,13,9,11,13,5,5,4,10,12,8,11,7,15,14,11,9,4,11,3,6,4,6,2,8,6,3,8,4,9,2,9,6,9,5,6,3,8,6,5,9,3,3,7,3,1,5,0,2,1,1,0,1,2
"5233","S01011738",15,11,7,10,5,11,9,10,11,9,15,10,6,26,13,13,10,12,18,13,13,12,27,13,9,18,17,11,22,20,9,14,13,11,6,9,14,16,3,13,15,12,16,10,15,21,16,13,17,14,17,22,19,8,15,16,8,11,13,18,14,8,3,10,5,10,10,13,4,6,13,7,8,6,6,6,12,3,8,9,8,3,7,2,1,1,4,1,0,1,5
"5234","S01011739",3,9,11,6,7,1,6,9,8,6,3,9,3,5,14,7,8,11,13,9,6,7,12,6,7,7,7,6,8,8,9,6,10,4,5,8,6,7,4,5,4,4,8,11,11,11,13,9,11,6,8,13,7,9,12,10,7,6,5,5,13,7,5,4,3,4,8,6,3,6,3,6,6,3,4,8,5,8,6,2,3,5,3,5,2,1,1,0,3,0,1
"5235","S01011740",9,24,9,12,23,24,7,9,17,8,12,12,10,13,16,11,8,8,10,12,5,14,12,14,15,11,8,7,1,9,16,14,18,11,9,15,19,18,4,16,9,13,7,18,17,10,11,16,10,7,7,12,8,5,8,10,9,9,9,4,10,8,5,2,10,4,11,5,4,5,12,6,8,8,5,4,7,2,4,3,4,2,0,4,1,0,2,0,1,0,1
"5236","S01011741",7,1,7,8,8,7,4,9,7,6,4,13,5,8,9,14,5,7,7,7,8,16,11,10,7,5,13,14,9,12,3,8,4,5,1,4,4,13,8,9,7,3,9,14,17,3,6,10,6,14,13,10,10,6,11,14,2,8,4,8,11,0,4,8,9,8,8,10,10,8,10,4,7,1,6,6,8,5,7,6,2,3,3,2,2,0,1,0,0,1,1
"5237","S01011742",6,5,17,10,5,15,6,8,8,9,7,4,7,16,12,9,8,12,13,3,20,8,11,9,6,8,7,10,8,8,9,14,4,5,6,6,10,2,3,14,9,12,6,10,12,12,14,13,8,14,12,18,6,15,12,12,11,7,7,11,7,14,8,6,11,11,6,10,8,15,7,7,4,7,9,6,5,5,5,6,5,7,5,5,4,0,0,0,1,1,0
"5238","S01011743",14,10,15,12,14,11,11,10,7,5,10,4,6,7,7,9,8,8,10,7,9,15,8,9,11,13,15,11,11,18,21,13,5,5,12,8,10,16,13,6,0,7,2,12,11,12,11,10,8,14,9,12,9,13,14,9,4,9,6,5,13,5,13,8,12,8,6,13,8,10,10,12,15,8,5,8,11,8,6,5,6,6,7,4,2,3,1,2,2,1,4
"5239","S01011744",12,9,7,7,17,11,7,11,7,8,2,6,7,2,5,12,6,5,6,10,7,6,6,7,10,15,2,16,21,15,9,11,13,13,8,9,8,11,11,14,8,6,19,11,11,9,7,7,6,12,12,9,12,10,8,6,10,9,10,2,9,8,12,6,8,11,15,10,7,8,7,13,3,8,9,10,11,6,8,5,8,5,10,3,13,1,4,9,2,3,6
"5240","S01011745",5,3,3,8,6,7,9,5,2,6,5,5,2,3,3,7,7,5,9,7,7,7,16,7,6,2,4,6,10,10,3,4,1,7,6,6,8,7,6,10,4,7,6,3,10,18,9,10,14,18,15,7,2,7,3,5,8,5,8,9,6,7,8,14,12,6,7,8,9,15,10,8,13,8,18,10,19,12,10,7,18,11,17,8,4,12,8,7,5,1,14
"5241","S01011746",12,14,5,3,6,3,10,10,11,7,7,7,8,9,6,8,11,10,2,7,4,6,7,10,5,4,5,14,6,5,7,3,6,2,4,8,4,9,12,5,9,7,3,2,5,6,8,6,8,8,11,5,6,7,9,13,8,6,9,4,3,9,2,4,4,1,5,8,3,5,4,2,5,3,4,2,6,6,2,4,3,1,3,1,0,2,0,0,0,1,0
"5242","S01011747",17,11,16,15,18,17,20,14,17,12,13,16,15,6,19,17,15,10,9,5,10,16,18,17,22,17,11,10,25,24,10,6,6,4,6,6,9,16,11,9,15,14,9,17,9,11,13,19,12,21,19,12,15,11,14,13,11,6,11,15,8,6,7,9,6,13,11,6,6,3,9,5,6,7,8,5,3,4,7,3,7,5,5,6,2,1,0,0,1,0,0
"5243","S01011748",11,10,14,15,19,8,12,6,15,3,9,21,8,19,11,8,18,20,11,16,10,10,22,12,21,15,5,14,9,12,10,23,17,10,13,17,5,12,12,17,12,10,7,9,17,5,15,10,18,18,15,16,12,12,23,5,8,3,7,6,7,4,7,9,8,4,5,9,3,5,8,4,5,4,6,4,0,4,5,6,2,3,1,3,2,1,1,0,1,0,0
"5244","S01011749",9,14,17,16,11,17,10,7,14,14,9,10,9,11,13,15,22,11,12,13,17,15,17,11,14,22,18,14,16,13,22,18,6,10,11,5,12,10,11,17,11,9,23,6,6,10,9,7,14,8,17,9,4,8,7,7,3,6,6,5,2,8,4,4,4,5,4,6,6,6,2,0,1,0,3,1,0,3,1,0,2,0,1,0,0,0,0,1,0,1,0
"5245","S01011750",5,4,13,7,7,8,3,8,7,5,9,7,8,14,16,12,9,7,13,12,13,6,7,12,8,15,5,9,9,7,8,14,10,10,16,9,13,10,16,15,7,7,8,6,20,12,20,15,12,18,10,10,11,12,8,14,10,11,10,13,8,4,7,7,14,6,5,10,8,12,14,11,8,14,8,5,10,10,7,7,9,4,5,6,3,4,0,0,1,2,4
"5246","S01011751",16,10,17,15,15,6,12,7,11,7,11,14,9,6,9,19,5,16,14,11,4,11,15,19,24,14,15,12,16,21,21,17,27,15,7,11,14,14,9,3,19,12,11,12,11,11,18,14,14,16,11,14,12,13,8,7,13,20,8,6,4,7,6,12,3,6,4,8,4,5,2,7,3,3,2,5,3,1,3,3,5,3,5,0,1,2,0,1,0,0,1
"5247","S01011752",12,12,12,15,11,11,12,12,8,7,14,5,7,12,7,10,15,15,13,10,9,12,10,19,6,9,15,13,15,18,23,15,17,18,13,13,7,17,8,14,14,18,16,10,14,18,20,11,15,23,10,11,12,15,14,17,10,9,15,19,10,4,12,4,5,2,3,5,7,6,8,7,3,5,10,7,5,7,8,5,4,7,4,7,3,2,1,1,0,0,3
"5248","S01011753",7,7,2,10,6,14,9,2,5,10,11,6,7,10,2,4,10,6,4,8,9,12,6,4,11,7,11,11,8,14,13,14,8,7,9,2,14,8,2,7,4,15,16,16,6,8,16,11,11,9,15,11,6,9,10,15,9,9,4,6,12,10,14,9,9,16,11,10,9,14,7,16,9,8,8,11,5,4,6,10,7,3,5,2,3,3,4,1,0,2,4
"5249","S01011754",9,7,6,11,10,15,10,12,11,5,14,6,8,5,8,6,9,7,8,6,8,12,8,11,5,8,5,8,6,8,10,6,5,11,8,8,8,8,5,11,10,6,8,9,11,9,11,6,18,8,14,10,4,7,10,10,13,15,11,10,10,14,12,10,5,5,14,6,6,10,13,7,5,4,8,13,8,10,6,5,4,7,7,4,5,2,3,3,2,1,3
"5250","S01011755",10,9,17,18,13,15,19,14,11,7,7,8,7,12,9,6,6,8,8,6,9,6,16,20,17,9,12,4,11,14,12,23,14,9,19,13,17,21,10,27,8,11,18,13,20,18,15,8,15,19,7,18,8,12,8,12,5,15,11,9,13,22,11,4,8,11,10,4,10,9,11,8,5,6,3,4,1,5,5,0,3,3,1,2,0,2,3,1,2,0,3
"5251","S01011756",15,14,10,18,11,14,17,18,17,9,13,9,8,5,15,12,11,11,21,15,12,17,20,18,15,11,15,8,21,14,16,18,5,15,16,11,14,6,14,5,9,15,15,19,13,21,13,14,9,9,11,17,12,14,7,7,10,15,10,14,16,10,16,11,6,3,10,10,10,11,8,7,9,7,4,5,6,4,4,4,4,2,2,3,2,0,2,1,1,0,1
"5252","S01011757",13,13,4,14,5,9,8,6,11,15,10,11,12,8,8,9,12,4,8,5,10,15,6,6,10,8,5,4,16,13,7,5,10,7,11,4,12,10,5,7,8,12,13,11,14,18,6,8,6,7,7,10,9,5,9,8,13,11,10,11,7,4,9,3,13,5,19,8,6,5,6,4,5,4,3,2,14,5,7,6,2,5,3,1,1,1,2,3,0,2,5
"5253","S01011758",7,5,4,4,8,2,12,6,7,10,9,6,8,7,8,8,17,9,9,5,9,13,6,3,6,7,7,4,1,4,2,14,8,13,16,4,12,5,8,10,9,8,6,8,12,14,12,13,2,8,4,11,9,5,8,11,12,9,5,8,9,5,9,9,11,7,7,7,9,10,5,5,4,6,6,3,3,3,1,2,1,3,1,1,2,0,0,1,0,1,0
"5254","S01011759",7,10,5,4,11,8,10,8,10,9,8,15,9,9,16,10,15,11,11,11,13,10,7,5,8,7,10,7,10,8,9,6,1,10,2,11,3,12,13,11,14,14,7,10,13,11,11,8,10,7,14,12,8,11,9,13,6,10,13,10,10,17,17,15,11,14,15,18,7,14,11,14,11,11,13,7,7,4,8,5,4,2,2,3,2,0,1,1,2,1,2
"5255","S01011760",14,5,9,10,2,10,13,9,11,12,8,11,6,4,12,5,11,7,12,12,7,12,16,8,12,19,7,17,12,21,8,15,10,21,8,11,9,17,9,16,13,3,13,14,18,7,10,12,12,7,6,25,13,14,12,10,8,13,8,7,9,10,12,10,8,9,13,8,12,6,14,13,7,15,10,9,8,7,3,4,0,0,2,4,0,1,3,2,0,0,2
"5256","S01011761",9,19,10,16,17,14,6,19,13,16,15,10,14,8,11,11,13,11,9,6,16,8,5,5,4,11,8,7,17,19,18,18,6,18,14,13,14,15,8,9,20,13,7,19,7,11,14,5,10,10,12,9,5,1,8,9,14,2,7,4,4,8,9,5,4,3,4,5,1,2,3,3,6,2,3,2,2,3,0,0,0,3,0,2,1,1,1,0,0,1,0
"5257","S01011762",7,14,12,4,5,8,11,9,9,2,3,4,4,7,5,7,6,12,13,7,23,12,11,7,8,9,12,15,7,7,8,9,16,13,7,2,12,13,16,6,6,15,6,8,8,9,5,12,10,6,10,5,6,5,10,6,6,14,4,7,5,4,5,4,4,4,8,4,5,6,8,5,4,8,5,3,4,3,4,5,1,3,2,1,2,0,0,1,0,0,0
"5258","S01011763",5,2,4,6,9,4,15,6,5,14,4,7,7,4,9,12,8,4,13,6,9,6,5,7,7,9,10,9,4,7,9,4,15,10,9,8,8,8,13,8,8,10,13,15,15,11,12,9,12,10,10,12,10,11,10,11,15,12,12,17,17,24,14,16,17,11,17,12,7,9,12,3,10,3,7,5,8,5,3,4,4,3,3,0,0,2,2,1,3,7,6
"5259","S01011764",3,3,5,2,4,2,1,2,1,6,3,7,4,7,10,9,7,2,10,3,4,5,11,4,5,10,9,1,3,5,2,2,5,5,5,4,3,5,5,3,5,5,3,6,2,6,9,6,8,1,10,9,8,4,3,5,6,6,2,8,3,5,3,5,13,12,11,2,7,4,4,3,4,3,3,4,3,1,2,0,1,0,0,0,0,0,0,0,0,1,1
"5260","S01011765",15,14,18,5,11,7,6,9,9,4,16,3,6,5,16,8,14,9,17,11,21,18,26,17,20,13,10,5,10,9,7,16,1,12,18,13,12,15,11,11,14,8,13,18,8,15,15,16,18,27,28,18,14,17,20,16,11,13,14,18,20,13,14,13,11,9,20,6,9,6,8,6,5,4,4,3,4,3,1,4,0,3,1,1,0,1,0,1,0,0,1
"5261","S01011766",1,4,4,4,3,9,6,6,5,4,3,9,5,8,8,10,4,6,7,7,5,5,4,3,3,2,3,3,3,4,3,6,4,5,4,2,5,7,10,2,7,13,11,2,10,11,10,8,12,14,11,5,12,9,11,6,7,11,7,11,10,11,5,7,8,17,12,7,6,3,8,7,5,1,3,4,2,2,1,2,6,3,2,0,0,0,1,0,1,0,3
"5262","S01011767",11,5,6,11,7,8,7,6,9,4,7,5,3,9,6,6,6,5,8,10,11,12,6,11,14,14,17,15,16,14,4,7,10,12,6,2,6,8,14,7,6,12,9,19,12,13,10,11,13,10,4,5,5,17,17,14,19,12,12,13,10,16,13,11,16,21,13,12,18,10,11,13,8,7,5,4,12,7,8,14,5,6,6,2,3,3,2,2,2,1,6
"5263","S01011768",10,3,14,10,5,4,12,4,4,10,6,4,9,8,9,7,10,11,7,9,10,14,13,11,8,8,6,14,10,12,13,8,10,14,15,16,6,4,12,6,11,11,8,13,15,11,17,14,7,12,6,9,5,11,9,10,5,3,12,5,8,7,5,5,4,6,7,10,8,9,9,6,7,7,3,3,4,3,8,4,5,2,6,7,3,2,5,4,3,3,5
"5264","S01011769",3,5,12,4,9,3,1,4,3,3,6,3,4,2,9,5,8,5,5,9,3,3,11,5,3,4,5,9,5,3,4,5,10,8,0,8,11,6,7,1,3,6,6,5,9,7,16,10,9,8,9,12,8,7,8,16,12,12,4,1,5,6,13,3,2,9,3,3,4,5,15,7,5,15,10,13,13,10,11,3,10,9,2,8,6,1,5,5,2,5,4
"5265","S01011770",10,5,8,8,11,7,8,6,16,12,5,8,5,9,7,9,6,1,4,4,7,11,16,14,5,5,11,6,14,17,9,13,7,5,14,11,11,13,10,9,10,4,8,6,9,8,12,8,7,17,9,9,7,11,13,8,10,11,10,7,7,15,6,6,8,5,12,10,6,9,9,6,9,6,13,5,10,8,4,2,1,2,5,4,4,1,2,2,0,1,7
"5266","S01011771",6,5,4,8,4,4,6,10,7,8,7,7,13,8,8,9,10,11,10,10,11,12,8,10,5,8,3,8,6,2,7,6,12,10,6,5,8,3,5,12,6,14,12,6,15,10,14,13,13,14,9,14,13,18,10,15,12,14,8,15,5,6,14,6,9,11,4,4,6,4,7,2,2,4,2,3,2,1,3,0,0,2,0,1,0,0,0,0,1,0,0
"5267","S01011772",8,8,6,12,13,8,14,16,12,16,11,13,16,13,15,14,24,15,12,18,13,18,13,15,7,15,11,3,3,6,10,3,4,5,7,9,6,13,16,8,8,14,21,15,20,17,21,25,26,20,19,26,20,27,25,15,37,22,15,18,13,15,21,14,10,14,13,9,13,13,7,9,6,11,12,12,7,4,7,4,3,2,4,1,0,1,0,2,1,0,0
"5268","S01011773",6,5,6,8,8,11,14,10,14,3,12,7,7,4,10,8,9,12,10,8,7,6,10,10,9,3,8,9,7,6,1,6,5,2,9,14,8,7,12,11,10,12,19,14,7,8,14,15,13,12,16,14,11,8,6,7,10,10,8,4,4,5,3,4,2,3,3,2,1,0,1,2,2,0,1,5,0,5,2,0,1,1,0,0,0,0,0,0,0,0,0
"5269","S01011774",8,7,14,8,5,12,13,14,13,15,16,18,13,17,24,11,17,10,14,11,16,14,14,17,8,6,7,4,8,7,8,4,13,14,16,6,15,12,11,8,15,26,14,14,19,21,26,23,19,31,22,23,20,13,15,16,8,12,7,14,15,7,9,1,7,10,8,5,2,3,6,3,0,4,5,4,0,1,3,1,3,2,1,0,0,1,0,1,0,0,0
"5270","S01011775",11,9,8,6,18,9,8,10,11,13,7,11,18,14,14,15,8,13,6,14,7,9,7,5,9,3,2,5,3,3,2,6,11,11,5,11,9,9,15,13,13,16,18,16,13,14,19,14,25,10,7,13,14,10,7,5,2,6,7,8,5,3,6,4,6,3,3,1,4,3,0,1,4,2,2,2,0,2,0,1,4,2,1,1,0,0,1,0,0,0,1
"5271","S01011776",10,10,22,17,16,16,25,21,26,26,20,30,20,24,29,25,24,21,14,22,10,11,8,9,8,10,6,11,4,6,7,17,14,8,14,14,5,31,16,20,24,32,25,31,41,31,28,22,17,21,21,22,18,17,19,19,9,3,11,3,7,4,8,3,6,9,3,0,3,3,1,2,4,9,5,2,5,4,2,0,3,8,2,3,8,2,4,2,2,2,11
"5272","S01011777",7,11,6,11,17,4,8,16,8,10,8,11,11,10,10,7,9,12,8,2,5,4,6,3,5,4,4,5,10,9,4,2,9,11,10,7,8,8,7,8,16,10,22,17,18,15,23,18,12,4,10,8,11,8,12,3,1,7,6,7,5,7,4,7,4,7,10,8,4,7,2,3,3,5,5,3,0,4,0,3,0,1,1,0,0,0,2,1,0,1,0
"5273","S01011778",9,10,6,8,8,10,10,13,13,10,13,2,9,12,10,6,13,3,8,13,9,10,8,6,6,1,7,10,7,5,6,8,10,17,13,5,9,10,4,21,11,10,13,6,12,10,16,10,10,12,9,17,8,13,12,8,10,8,5,7,2,6,5,3,5,2,7,4,6,3,2,1,6,4,3,6,2,2,9,1,3,0,3,1,1,3,1,0,0,3,1
"5274","S01011779",6,7,9,14,12,10,4,16,4,12,16,9,8,9,10,4,10,12,14,9,7,7,8,2,5,6,10,5,11,5,6,11,7,11,5,12,11,6,7,9,14,10,10,5,9,19,15,16,12,11,23,19,13,14,7,8,9,8,10,9,13,19,14,12,14,6,14,14,10,12,8,5,4,8,7,8,6,6,8,0,7,4,1,4,2,2,3,3,0,0,1
"5275","S01011780",6,8,6,5,5,10,13,6,15,15,16,24,10,13,16,18,20,19,14,13,12,17,14,10,5,11,7,8,6,3,2,11,0,4,4,8,8,9,9,14,9,7,19,15,20,22,21,14,28,21,19,15,30,18,14,14,17,12,10,9,22,16,16,16,7,15,13,9,12,3,11,8,4,5,6,4,3,7,3,3,1,0,1,1,1,1,1,2,1,0,0
"5276","S01011781",3,0,5,5,7,3,7,6,4,9,11,4,7,5,11,16,9,14,11,7,7,9,10,8,6,2,9,2,3,4,5,2,1,3,2,4,2,7,11,9,2,12,10,7,11,11,9,8,20,12,15,14,12,10,8,10,6,13,13,9,7,10,7,6,4,6,10,4,5,3,7,1,6,2,5,4,5,3,3,3,2,1,2,3,0,1,1,1,1,0,1
"5277","S01011782",2,2,3,3,4,6,1,5,6,4,5,6,8,5,8,10,14,7,7,11,10,7,8,7,13,9,10,1,3,4,1,7,9,6,9,3,7,3,4,4,6,6,7,6,7,10,14,9,13,12,10,10,17,16,13,22,18,21,22,9,10,8,16,16,7,9,11,10,7,4,12,4,7,7,6,9,7,5,5,2,1,1,3,2,0,1,1,1,1,0,1
"5278","S01011783",5,5,8,3,7,9,10,7,1,7,5,5,3,3,4,4,6,5,6,10,3,10,11,7,9,11,12,3,13,8,5,3,6,4,4,2,5,8,10,13,4,5,8,8,5,3,8,8,8,7,14,10,8,9,15,9,9,17,16,8,13,16,8,10,8,7,10,9,4,10,5,3,1,1,2,4,6,6,3,1,2,1,1,2,0,1,0,1,0,0,1
"5279","S01011784",4,12,11,6,9,6,15,5,7,4,8,7,12,6,10,6,11,14,14,14,6,6,6,9,8,7,10,15,14,6,10,5,11,13,9,11,5,14,12,18,4,8,11,8,13,10,11,9,10,17,8,13,13,14,21,14,20,10,15,15,16,15,17,5,11,3,8,5,7,6,7,4,3,5,7,3,4,3,1,0,5,7,3,4,2,1,3,1,2,0,3
"5280","S01011785",5,14,2,3,8,8,12,8,13,12,13,16,4,11,17,11,12,8,9,7,5,7,6,9,12,8,9,8,10,12,9,14,16,8,7,13,14,13,17,12,9,10,13,8,8,7,5,5,11,9,8,8,10,9,10,14,12,13,24,17,19,13,12,19,13,20,10,15,9,8,3,9,8,10,3,8,13,4,4,4,4,7,7,2,10,6,1,2,0,1,5
"5281","S01011786",8,9,7,11,7,7,13,8,5,11,13,7,11,6,6,6,7,10,11,6,7,6,4,6,0,4,4,2,3,9,12,9,6,12,14,8,8,13,10,3,8,13,12,8,4,10,6,13,13,6,5,4,5,5,6,3,2,3,1,4,1,3,0,0,3,1,1,0,0,0,1,1,0,0,2,2,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0
"5282","S01011787",12,15,11,2,18,10,12,13,12,16,12,7,12,12,12,17,17,14,12,21,21,14,12,17,15,5,19,12,17,11,14,10,9,8,10,8,13,20,12,11,11,14,25,16,11,16,19,12,13,15,17,15,17,11,14,7,6,10,12,13,7,8,10,6,6,6,17,5,12,14,12,6,10,5,10,12,7,8,9,5,5,5,1,4,2,4,3,0,0,3,1
"5283","S01011788",6,3,3,7,6,10,8,14,11,11,16,8,20,17,12,18,13,12,8,5,12,6,8,7,5,4,5,5,3,2,7,1,3,2,7,0,4,5,7,7,13,19,16,12,22,26,23,20,10,14,16,21,14,19,8,7,9,13,13,8,13,12,3,6,5,8,3,1,3,7,1,1,2,2,4,2,0,0,1,0,2,6,3,3,1,0,1,0,1,0,1
