"","DataZone2011Code","AGE0","AGE1","AGE2","AGE3","AGE4","AGE5","AGE6","AGE7","AGE8","AGE9","AGE10","AGE11","AGE12","AGE13","AGE14","AGE15","AGE16","AGE17","AGE18","AGE19","AGE20","AGE21","AGE22","AGE23","AGE24","AGE25","AGE26","AGE27","AGE28","AGE29","AGE30","AGE31","AGE32","AGE33","AGE34","AGE35","AGE36","AGE37","AGE38","AGE39","AGE40","AGE41","AGE42","AGE43","AGE44","AGE45","AGE46","AGE47","AGE48","AGE49","AGE50","AGE51","AGE52","AGE53","AGE54","AGE55","AGE56","AGE57","AGE58","AGE59","AGE60","AGE61","AGE62","AGE63","AGE64","AGE65","AGE66","AGE67","AGE68","AGE69","AGE70","AGE71","AGE72","AGE73","AGE74","AGE75","AGE76","AGE77","AGE78","AGE79","AGE80","AGE81","AGE82","AGE83","AGE84","AGE85","AGE86","AGE87","AGE88","AGE89","AGE90"
"5144","S01011649",13,10,12,7,3,5,4,7,6,3,6,8,4,2,8,8,9,10,10,8,3,0,9,15,4,10,12,11,6,11,10,14,16,7,9,5,4,15,5,10,8,7,8,7,5,16,9,6,8,8,8,1,3,5,2,3,1,7,4,5,7,8,4,3,5,4,4,6,1,5,7,3,5,4,3,2,3,2,1,4,2,3,1,5,4,1,0,2,1,0,4
"5145","S01011650",6,10,4,6,10,10,11,11,7,11,9,5,10,6,7,7,10,7,5,9,3,10,6,9,2,12,1,15,8,8,9,6,6,8,5,5,16,7,6,6,10,9,10,7,10,10,9,8,12,12,12,12,9,12,8,12,13,14,11,18,10,9,14,14,4,11,10,8,4,8,7,4,5,8,8,3,11,3,3,5,6,7,5,2,0,2,2,1,0,0,5
"5146","S01011651",9,14,4,18,9,6,12,9,12,6,8,5,7,9,4,11,13,7,7,13,7,9,8,6,6,19,9,5,6,15,14,13,18,20,13,13,6,14,7,14,22,15,11,8,13,11,22,19,18,14,16,15,11,18,7,9,12,5,18,12,8,10,6,9,3,3,11,9,9,16,16,5,12,14,13,6,10,3,10,9,12,6,2,4,1,2,3,7,2,2,2
"5147","S01011652",5,3,5,2,2,9,9,7,6,5,4,10,8,6,8,6,6,8,11,6,15,12,15,10,19,23,13,9,4,4,13,10,8,11,6,7,6,5,5,5,9,6,13,5,16,15,10,11,16,9,10,11,13,11,6,12,26,16,12,11,10,16,5,14,7,10,7,11,7,6,7,7,5,6,4,2,1,0,4,4,3,2,2,2,1,1,1,2,1,0,1
"5148","S01011653",7,6,2,9,11,10,13,7,8,0,10,16,17,17,16,11,13,12,11,16,21,15,14,9,10,12,11,7,10,11,5,7,7,8,7,13,2,11,6,9,16,15,18,13,23,9,14,13,16,15,14,16,16,12,9,12,11,20,12,9,11,10,10,3,9,9,4,4,10,7,7,5,7,8,10,7,5,2,8,4,2,4,4,3,5,1,0,1,2,3,2
"5149","S01011654",20,17,12,17,7,8,3,8,6,8,5,7,5,7,2,16,7,6,7,7,11,11,14,16,23,10,16,13,16,21,17,3,14,24,14,6,12,12,17,12,8,12,13,14,10,17,12,19,17,14,9,17,13,19,11,15,11,12,7,24,8,7,9,13,10,10,16,14,7,8,16,11,9,9,5,5,8,17,8,10,6,8,8,2,7,5,3,3,0,4,5
"5150","S01011655",12,8,15,8,9,8,10,4,5,8,11,5,6,8,8,2,7,6,9,8,13,11,17,16,18,15,16,16,9,10,13,5,16,12,11,8,10,6,18,8,5,7,12,10,13,13,11,13,12,7,10,8,10,16,14,9,12,11,10,17,12,13,12,9,9,13,17,11,6,11,5,10,7,5,11,8,6,9,6,3,7,8,5,5,3,2,2,4,2,4,7
"5151","S01011656",11,4,7,11,10,2,4,12,7,11,4,5,1,6,3,7,6,7,7,12,10,14,6,10,7,11,13,10,6,15,11,7,18,5,11,7,3,11,1,4,6,6,6,11,12,6,8,11,7,13,17,8,7,9,14,7,5,7,4,4,12,4,15,4,6,8,8,5,3,2,3,3,7,4,1,1,2,1,2,2,0,2,2,2,3,1,0,1,0,1,0
"5152","S01011657",6,3,6,12,7,1,5,7,8,4,6,6,4,4,6,3,8,4,3,13,14,11,16,9,11,7,9,8,8,6,6,5,11,6,5,1,12,10,7,5,5,6,8,2,8,5,7,6,9,5,11,16,14,15,17,7,2,5,6,6,5,9,4,1,6,4,10,3,3,1,5,5,3,3,1,2,3,1,2,3,1,1,1,0,0,1,0,2,0,0,2
"5153","S01011658",6,5,6,8,10,8,8,10,0,11,7,5,5,7,4,10,5,15,10,3,10,11,11,5,9,16,14,9,10,7,7,7,5,6,2,11,5,7,3,9,4,5,12,9,10,15,13,5,7,11,5,8,13,14,15,10,12,9,12,8,8,11,11,6,7,5,9,5,5,6,6,7,5,4,9,3,4,4,6,3,8,6,1,3,1,4,2,0,1,1,2
"5154","S01011659",8,1,7,13,7,7,10,8,15,7,10,8,9,9,9,3,16,7,11,3,14,8,15,11,14,17,8,15,2,3,9,5,8,6,5,6,8,7,9,8,2,12,8,8,12,15,9,9,9,12,10,17,16,10,8,6,7,10,8,16,7,12,4,1,11,14,14,7,7,11,8,7,7,11,12,8,18,9,8,2,5,3,4,4,2,3,5,1,1,0,3
"5155","S01011660",5,5,6,4,13,4,9,3,7,4,11,9,7,8,8,8,9,10,12,14,16,12,13,17,7,20,10,4,9,11,13,8,9,14,9,17,5,5,7,8,4,3,12,8,12,11,8,17,23,25,18,16,15,22,15,6,15,13,13,16,14,20,14,20,8,9,17,9,7,10,10,9,9,9,10,7,9,12,7,6,1,5,6,2,3,2,4,1,0,0,3
"5156","S01011661",3,8,1,5,4,2,1,5,4,3,3,3,3,3,9,9,6,11,8,7,8,3,11,7,10,6,7,4,1,4,1,7,6,1,3,3,1,12,11,5,6,3,5,8,11,10,9,3,7,11,11,17,11,7,10,2,4,5,6,4,6,8,2,3,5,4,4,12,10,13,8,10,6,6,6,6,6,7,4,4,5,1,2,2,2,2,0,0,0,0,0
"5157","S01011662",7,8,7,11,14,8,8,5,7,7,8,3,9,7,13,18,13,10,8,9,4,6,9,5,4,5,7,5,4,4,8,8,8,17,7,19,7,8,10,10,11,8,9,10,20,13,20,19,11,13,11,10,13,4,8,11,2,12,11,8,5,10,1,5,4,3,5,4,5,0,2,3,1,2,4,6,3,2,1,2,3,0,1,0,0,0,0,0,0,1,1
"5158","S01011663",12,11,17,8,9,16,13,4,19,11,15,7,12,14,6,22,10,10,13,16,14,17,17,17,12,21,16,16,25,31,12,14,13,11,11,20,14,20,16,16,20,11,14,20,23,26,14,17,14,14,19,14,17,5,9,5,16,12,10,14,5,8,3,9,8,5,4,6,6,6,4,2,1,4,5,3,4,5,1,1,3,1,1,0,2,0,0,0,1,1,0
"5159","S01011664",9,12,11,8,23,8,14,17,13,17,11,21,19,12,9,19,17,20,20,14,17,9,21,12,8,4,10,6,18,13,9,14,12,20,16,10,11,11,10,9,15,16,13,7,10,17,22,19,20,13,14,18,23,9,17,11,8,17,15,7,12,10,17,6,10,13,19,8,11,11,13,8,11,17,17,8,8,7,3,4,1,3,3,4,2,5,1,2,1,2,2
"5160","S01011665",13,7,13,11,14,7,11,6,6,9,9,6,5,7,9,10,8,7,14,9,7,13,8,13,22,13,12,14,7,10,9,16,13,14,8,8,8,15,9,9,7,10,9,17,14,8,14,15,6,11,17,11,5,11,24,12,10,17,5,8,3,11,14,7,15,8,13,9,6,12,10,5,12,8,8,7,13,6,3,6,8,2,3,4,5,0,0,0,0,3,8
"5161","S01011666",10,7,9,5,4,8,3,5,7,6,4,10,13,10,6,17,9,8,10,12,5,14,7,8,8,7,5,7,3,6,9,14,4,10,21,13,7,22,11,12,15,13,22,15,16,13,5,18,9,13,11,14,10,12,13,10,11,12,9,10,12,5,7,12,6,9,16,9,8,11,9,8,10,12,13,10,8,6,6,6,7,5,4,3,8,6,2,1,5,2,7
"5162","S01011667",5,13,13,9,8,3,6,6,6,4,8,6,4,2,10,8,5,12,6,8,5,6,3,7,7,9,19,8,6,10,8,5,10,9,11,14,11,3,12,9,9,4,11,4,13,16,14,12,17,15,7,18,8,12,15,12,12,4,9,13,6,12,11,11,8,10,8,7,8,12,9,7,12,6,10,6,9,5,12,17,8,12,9,11,3,6,3,4,3,1,21
"5163","S01011668",23,18,18,20,14,18,21,14,11,17,13,9,17,8,13,15,17,30,15,16,18,23,19,11,17,12,16,21,8,21,18,18,9,14,12,10,18,10,12,18,19,7,10,13,9,16,16,9,26,20,11,15,5,11,15,13,15,5,9,9,13,14,9,13,11,7,9,13,6,10,7,6,7,4,5,5,3,5,2,2,2,0,1,2,2,1,1,0,0,1,3
"5164","S01011669",4,8,1,1,6,8,5,3,4,3,2,7,9,5,3,3,6,5,8,2,6,9,3,8,7,2,5,8,5,6,3,9,9,6,6,9,4,4,15,6,5,11,6,7,5,14,8,12,12,6,10,8,10,4,11,5,15,13,12,7,7,6,8,5,12,10,11,9,12,10,5,11,11,6,10,11,10,8,6,2,2,6,6,7,7,2,7,0,5,0,3
"5165","S01011670",12,6,8,9,6,9,10,11,6,8,7,10,4,4,7,4,8,3,10,5,4,3,7,17,13,6,5,10,8,7,9,10,15,7,10,9,4,5,10,13,9,13,11,5,7,10,7,8,6,5,8,9,4,2,4,5,3,9,9,4,6,4,6,4,4,8,5,1,3,2,3,2,2,4,2,1,5,3,3,2,1,2,1,0,0,2,1,2,1,1,2
"5166","S01011671",2,2,8,4,9,4,6,9,4,7,7,10,4,2,12,6,6,6,4,6,3,5,6,11,3,9,8,5,13,12,3,5,8,9,9,6,5,7,5,6,8,10,12,13,13,9,7,12,8,9,7,7,9,8,3,8,9,4,9,9,15,13,9,10,19,15,16,10,7,11,11,6,6,9,10,8,5,8,5,7,5,4,10,6,4,6,7,2,7,2,12
"5167","S01011672",0,6,4,2,8,1,1,1,7,3,4,2,10,10,12,7,9,12,7,11,7,9,6,9,6,8,2,11,5,13,6,6,11,5,9,6,4,3,4,5,6,7,5,6,10,10,10,7,9,8,6,9,4,12,7,4,8,9,9,9,9,9,9,9,5,7,9,6,9,6,2,4,8,8,3,9,7,13,6,4,9,2,4,7,5,1,1,2,0,3,2
"5168","S01011673",8,9,2,11,10,10,11,4,10,6,7,6,7,9,5,7,8,6,3,7,6,13,5,7,9,11,11,9,13,8,6,15,8,6,5,7,12,4,4,10,10,11,8,9,6,5,16,17,6,11,8,14,15,8,10,11,9,7,8,6,9,5,6,12,6,6,12,7,5,9,3,3,6,5,6,7,2,3,3,3,5,1,1,1,1,1,4,1,0,0,1
"5169","S01011674",24,21,23,23,28,25,19,11,17,12,14,16,9,17,22,18,14,9,8,9,4,13,7,14,8,19,21,14,25,30,27,23,32,30,28,16,25,30,14,15,18,20,22,24,17,11,16,9,26,12,13,16,9,13,18,7,13,11,16,7,11,18,11,7,15,14,10,7,7,9,7,6,2,12,7,5,7,12,4,2,8,4,5,4,2,2,1,1,2,0,6
"5170","S01011675",10,9,6,9,10,14,7,10,14,12,11,18,13,8,13,13,13,13,8,14,7,7,10,8,4,11,6,10,6,11,10,13,9,11,5,5,11,11,4,9,20,12,16,22,22,17,16,14,15,13,12,9,16,18,11,11,11,14,13,6,11,9,18,9,6,14,12,12,14,13,11,7,10,15,12,13,3,6,7,9,6,4,7,2,1,3,2,1,0,0,2
"5171","S01011676",13,6,8,4,9,10,8,6,6,5,5,2,11,11,7,9,13,11,11,13,8,6,7,14,12,1,10,13,14,7,13,4,12,6,5,9,6,6,8,8,9,10,5,8,16,9,16,11,12,12,10,13,8,6,10,7,9,11,10,9,10,8,11,7,3,6,9,11,10,6,2,4,6,8,4,7,4,6,8,6,1,0,4,5,2,2,0,2,2,1,4
"5172","S01011677",16,11,14,7,11,9,16,8,8,14,13,7,10,18,11,10,8,11,7,9,8,12,12,11,8,10,12,15,14,11,15,8,9,12,9,9,9,10,13,10,8,12,12,4,11,12,17,15,12,9,6,11,15,8,5,14,12,7,2,6,1,4,3,4,5,5,0,2,1,3,0,0,2,2,3,0,2,1,1,2,2,0,1,1,1,1,2,0,0,0,0
"5173","S01011678",8,12,2,10,5,7,6,7,5,2,6,8,3,3,3,6,3,3,8,8,6,10,13,7,4,9,9,1,3,4,3,5,5,6,2,6,3,3,3,3,3,5,4,3,12,9,7,14,11,10,6,0,8,7,5,8,3,2,5,11,5,6,7,2,6,4,2,6,5,5,5,3,8,6,8,4,4,4,3,1,2,3,0,3,1,0,0,1,0,1,0
"5174","S01011679",17,9,11,10,13,11,11,7,6,8,8,5,2,12,9,9,5,11,4,7,8,5,3,6,2,6,8,4,14,19,14,18,13,10,14,11,11,9,11,13,5,8,5,13,12,10,16,13,14,2,5,11,10,6,6,5,4,4,3,2,2,9,5,6,3,1,4,4,1,2,1,2,1,0,2,1,1,1,1,0,2,0,0,0,1,1,1,0,0,0,0
"5175","S01011680",12,12,8,10,11,22,10,16,19,14,15,12,14,20,14,16,14,7,16,13,11,13,14,8,12,12,14,9,17,7,12,4,10,13,12,15,7,16,12,14,11,14,10,26,18,16,17,19,21,15,22,10,15,16,13,11,12,12,13,12,13,13,7,14,11,8,10,13,10,10,5,14,4,11,11,11,11,7,4,10,8,4,8,4,6,2,6,3,4,3,6
"5176","S01011681",14,12,6,14,12,10,14,12,5,15,10,14,13,12,13,11,15,11,16,10,14,3,3,4,2,8,8,8,15,17,14,16,16,18,13,8,6,10,8,8,13,12,15,12,12,13,19,7,12,17,9,7,5,6,11,7,6,11,14,12,15,13,12,11,22,14,4,10,7,3,8,8,2,8,6,5,4,3,5,7,5,4,1,1,2,2,6,0,2,2,2
"5177","S01011682",3,7,3,11,8,4,3,3,6,4,5,4,7,3,11,6,5,5,10,5,6,6,4,5,3,7,7,4,3,3,5,2,3,5,8,5,8,2,4,7,4,14,6,7,11,18,15,6,16,15,12,13,7,11,8,9,9,7,8,10,4,10,7,9,10,9,12,7,12,12,10,7,4,4,4,5,4,3,2,6,3,0,1,3,0,0,1,0,0,0,2
"5178","S01011683",9,12,14,9,12,12,10,8,4,14,10,12,11,14,13,9,9,7,10,16,11,17,14,13,10,19,11,6,10,13,8,11,12,17,8,14,3,6,14,11,11,8,9,22,19,19,11,13,21,19,18,12,15,18,10,16,9,9,14,11,11,4,10,6,10,10,6,11,5,3,9,4,4,9,8,7,9,4,5,2,2,1,2,3,2,1,0,0,4,1,4
"5179","S01011684",11,3,5,1,5,11,4,3,13,5,6,4,6,9,7,9,10,8,7,6,7,3,8,4,7,6,6,7,6,4,6,6,6,8,7,2,7,8,6,12,5,6,7,14,10,4,11,9,9,4,8,8,3,7,10,5,5,8,3,8,10,5,9,8,8,5,9,10,12,5,14,4,4,5,3,4,2,2,3,7,8,0,3,3,0,1,0,2,0,0,3
"5180","S01011685",16,15,12,10,14,16,10,15,13,19,13,9,13,8,8,12,16,9,11,16,10,14,4,7,7,7,6,6,7,12,6,15,14,15,19,10,21,9,18,16,18,19,23,20,19,15,17,10,14,12,15,17,7,11,7,9,3,5,11,4,5,5,5,5,6,9,4,3,2,6,9,1,4,5,4,3,5,1,5,1,3,0,0,0,0,1,1,0,0,0,2
"5181","S01011686",7,6,6,6,5,8,4,4,5,11,3,13,12,15,6,6,8,6,9,9,17,9,10,6,6,11,9,18,11,6,6,8,7,8,10,9,9,5,7,8,9,10,12,7,9,12,18,22,13,13,17,15,15,17,11,18,8,13,13,12,20,10,13,17,16,11,14,13,8,11,7,5,8,4,11,4,4,8,8,9,3,2,3,0,4,0,1,2,1,0,1
"5182","S01011687",11,5,8,10,5,10,9,8,13,11,8,10,8,11,11,4,16,4,10,6,12,11,17,12,7,10,6,8,9,12,20,8,9,8,9,7,14,12,8,16,6,12,11,6,10,13,11,13,15,10,13,15,14,12,18,15,12,16,4,8,13,11,10,13,14,9,12,5,4,12,13,7,5,5,4,2,5,8,5,3,4,3,7,4,1,2,2,0,2,1,7
"5183","S01011688",6,14,9,6,5,13,11,18,14,15,15,12,11,16,13,8,11,19,10,7,9,10,7,14,9,9,8,1,4,6,11,3,11,12,10,15,7,13,16,7,14,19,19,11,18,29,16,18,22,23,17,8,8,11,12,9,9,9,13,4,9,2,7,8,1,11,6,7,2,6,6,8,4,6,4,2,2,5,6,3,1,2,0,2,1,1,0,2,0,0,2
"5184","S01011689",10,5,13,10,10,8,7,12,13,10,7,5,7,11,14,9,7,9,11,14,8,9,7,4,7,5,4,8,4,12,11,4,6,7,12,12,11,5,14,14,14,14,10,13,13,17,18,11,15,11,11,9,12,3,7,16,10,9,15,10,13,11,5,7,8,4,2,5,5,5,7,5,5,4,5,2,2,3,1,5,3,3,3,3,2,0,2,1,0,0,0
"5185","S01011690",18,17,17,11,27,18,23,26,15,10,12,13,14,15,12,8,13,16,11,4,6,13,11,14,8,11,13,19,11,20,19,12,14,22,23,18,15,24,27,24,21,22,20,20,21,27,13,17,24,9,18,12,17,13,9,9,7,2,6,9,19,8,7,4,9,8,9,4,5,4,11,3,3,2,5,6,3,2,5,3,3,2,5,0,2,2,0,0,1,0,2
"5186","S01011691",7,13,9,12,17,12,14,17,2,7,13,12,6,14,6,13,8,10,6,8,7,6,2,1,4,3,3,7,5,8,7,22,2,8,15,9,15,12,8,18,16,11,9,15,13,14,14,11,12,8,9,2,20,6,3,4,3,6,7,3,3,3,5,3,7,8,6,4,5,5,3,6,3,4,6,2,5,1,0,1,2,1,1,1,1,1,1,1,0,0,0
"5187","S01011692",14,14,14,9,10,12,10,11,13,13,14,15,15,24,17,10,16,18,10,8,12,9,13,10,12,14,17,17,12,13,15,11,10,11,10,4,11,14,13,18,13,19,13,17,19,8,17,11,17,9,19,21,15,13,5,16,14,19,15,9,14,13,15,12,15,14,16,12,15,12,17,24,11,14,4,9,5,6,4,9,2,5,5,2,2,3,2,2,1,0,3
"5188","S01011693",16,15,21,9,11,5,6,14,6,4,12,10,7,5,11,7,8,4,12,8,7,11,7,9,7,9,17,9,6,12,10,12,19,17,12,18,11,20,15,14,5,14,12,11,11,15,7,6,10,9,11,15,9,7,11,7,7,10,13,9,13,9,9,14,9,8,18,8,8,10,9,6,8,8,4,2,4,2,6,1,6,5,1,2,1,0,1,2,0,2,1
"5189","S01011694",6,10,9,7,10,14,8,7,13,8,12,10,9,10,4,11,6,7,6,4,4,6,6,0,2,4,1,5,5,5,10,8,16,19,9,14,12,17,14,18,9,15,13,15,12,4,13,7,17,7,4,4,10,5,6,2,10,8,6,4,4,3,5,3,1,1,1,2,4,1,2,1,1,4,0,0,1,2,1,0,0,1,0,0,0,0,0,1,0,0,0
"5190","S01011695",13,13,17,25,18,19,20,18,20,13,18,14,15,18,11,15,9,9,11,6,10,13,8,17,3,6,5,13,5,15,18,16,20,25,16,25,19,16,12,27,19,19,14,27,26,35,26,12,15,14,20,18,15,15,17,10,9,11,4,10,14,8,6,8,13,11,10,7,5,2,2,3,3,1,2,5,1,2,0,4,6,1,0,0,0,0,0,0,0,0,0
"5191","S01011696",16,20,17,19,31,32,19,20,23,21,24,17,17,24,22,22,20,14,11,8,10,7,4,7,3,11,2,4,5,10,9,7,13,15,15,29,18,36,26,27,23,24,29,33,35,27,18,18,17,23,17,18,5,23,14,12,14,16,13,12,6,8,8,5,2,7,4,1,1,0,3,0,2,1,1,2,2,1,2,1,1,0,0,0,0,0,1,0,0,0,2
"5192","S01011697",22,28,22,12,17,17,18,27,26,20,20,16,8,15,17,17,9,8,1,12,10,9,8,9,12,11,8,9,15,5,12,16,16,28,29,27,19,20,22,44,15,19,22,22,26,19,16,23,14,12,7,10,11,13,9,8,5,16,7,9,8,4,13,3,0,5,8,5,6,8,2,5,4,6,3,6,3,1,2,4,2,3,2,1,2,1,1,0,0,0,6
"5193","S01011698",9,14,12,11,14,12,12,7,10,8,9,9,4,11,2,2,6,11,4,6,4,7,11,9,10,9,13,10,15,10,12,21,10,7,12,15,9,12,24,9,7,10,12,5,12,11,11,7,7,13,11,9,10,16,12,8,11,11,9,8,3,11,13,6,12,15,6,6,12,10,7,4,8,9,6,2,5,4,0,2,4,3,2,2,2,2,1,2,0,0,4
"5194","S01011699",6,6,8,12,14,6,5,8,10,12,11,9,11,7,6,4,9,7,15,12,19,12,9,4,12,15,13,6,5,5,7,4,5,14,11,10,9,9,5,15,11,6,11,21,13,11,13,12,16,17,18,21,15,15,20,7,10,16,14,15,14,10,14,9,20,13,17,9,16,17,8,0,9,7,4,12,8,5,9,3,6,4,8,3,0,2,1,0,0,1,6
"5195","S01011700",4,4,4,4,10,5,13,8,5,4,10,3,6,4,5,11,7,9,2,8,10,18,12,4,11,18,12,17,4,5,4,10,8,9,6,3,8,10,10,9,7,12,6,7,12,9,15,13,14,9,10,13,16,18,9,9,12,9,11,15,14,13,11,12,12,11,12,16,7,7,14,10,8,8,11,6,6,7,3,13,8,6,3,10,2,5,5,6,0,1,3
"5196","S01011701",8,11,7,13,12,9,12,21,15,13,10,10,15,9,18,17,10,12,12,8,11,11,10,19,12,19,11,16,13,10,12,18,17,8,7,14,14,7,10,13,18,22,18,20,13,21,13,10,9,19,17,23,22,15,16,11,9,16,12,17,10,14,14,16,17,20,10,9,14,12,10,7,11,8,9,6,4,4,5,6,4,5,7,3,3,3,6,1,3,1,2
"5197","S01011702",3,4,6,8,11,7,8,3,6,8,3,6,2,3,6,3,7,7,14,3,11,14,7,10,4,6,8,1,13,6,5,1,4,6,7,10,8,8,7,3,4,10,7,11,7,6,12,12,11,14,13,10,16,12,16,10,12,17,11,15,16,9,11,14,6,21,17,11,5,2,10,4,6,10,10,5,9,5,5,5,8,5,4,8,5,3,7,5,1,2,5
"5198","S01011703",2,7,2,6,5,7,9,9,14,12,3,11,5,5,10,8,10,11,6,8,5,10,3,8,2,8,3,5,1,3,4,0,9,6,7,3,6,5,6,8,6,4,12,12,8,13,8,14,11,11,10,9,12,12,8,7,11,10,10,4,7,8,14,9,9,11,12,9,4,6,7,5,4,2,6,6,7,5,2,4,4,2,0,3,4,1,2,2,1,1,10
"5199","S01011704",10,10,9,10,11,7,8,11,13,18,9,15,9,14,11,17,13,15,6,10,8,9,5,15,7,4,6,6,10,10,8,6,4,6,8,4,5,7,16,22,9,14,24,11,16,14,18,19,19,14,16,16,12,11,7,9,8,10,5,8,7,2,1,6,8,5,5,5,3,4,4,1,1,3,3,6,0,4,5,8,1,2,4,2,4,2,0,2,1,3,3
"5200","S01011705",16,14,8,10,21,11,12,3,9,10,17,7,5,7,9,10,6,10,14,16,9,3,14,11,21,7,13,7,7,7,7,8,11,14,4,8,11,8,8,13,5,9,13,14,11,18,11,17,11,12,18,14,8,10,9,16,9,8,10,7,6,6,7,9,6,8,7,4,3,1,5,5,6,3,3,5,6,8,4,3,4,3,1,1,3,2,2,1,1,0,4
"5201","S01011706",7,9,8,6,9,8,8,7,4,16,6,6,10,8,19,15,13,13,11,9,13,18,6,12,7,18,10,15,13,6,10,9,6,10,13,18,9,11,14,9,8,10,8,13,15,21,15,12,19,27,15,19,18,12,9,12,13,13,7,10,6,15,7,17,13,16,21,10,12,11,10,14,7,17,18,8,10,15,11,14,8,6,5,6,3,3,1,1,5,6,21
"5202","S01011707",4,7,2,8,6,9,6,7,12,12,6,10,15,6,9,14,5,10,2,4,6,10,7,16,5,4,4,10,2,4,7,5,4,1,7,6,6,8,2,7,15,9,11,15,11,12,13,12,12,16,10,11,10,8,9,16,5,9,16,14,10,8,15,10,9,11,10,14,11,13,24,9,6,11,14,10,7,5,8,2,0,6,0,2,2,3,0,1,0,0,3
"5203","S01011708",7,10,3,12,1,3,8,8,12,5,4,7,10,9,12,8,7,8,8,16,11,11,12,10,9,12,10,9,10,12,6,6,9,10,8,8,7,3,13,7,14,9,15,19,11,19,11,18,11,23,18,19,13,17,16,11,9,17,14,15,13,20,7,14,17,16,17,9,3,13,20,6,13,10,7,8,9,8,6,8,8,2,9,6,5,1,3,1,1,1,5
"5204","S01011709",11,9,17,8,10,9,9,22,12,9,20,11,8,10,4,5,11,14,17,12,9,15,17,13,15,10,7,5,9,18,11,4,15,11,8,13,7,9,16,12,10,18,18,19,11,18,11,15,20,23,18,15,8,9,17,8,15,12,14,8,10,7,11,9,10,15,13,11,5,11,17,5,8,7,12,10,4,5,7,7,2,4,2,1,3,1,4,2,1,1,3
"5205","S01011710",11,12,6,13,7,12,10,12,9,6,9,10,3,14,13,10,10,12,11,10,7,12,6,7,10,12,10,10,13,10,6,5,6,9,7,8,9,11,4,5,6,7,7,4,8,9,14,2,11,12,6,11,2,14,5,11,7,9,8,7,8,3,4,3,5,4,14,3,4,5,5,5,4,3,5,4,1,4,1,1,1,0,1,0,4,2,0,0,0,1,1
"5206","S01011711",10,18,12,8,13,10,11,7,14,9,5,11,7,4,1,0,13,7,6,9,6,8,10,11,11,11,12,11,7,7,15,5,15,5,5,9,11,9,15,8,6,8,6,14,8,4,10,7,10,12,4,7,9,8,2,10,6,7,7,7,10,4,11,6,10,2,9,8,6,5,3,6,6,6,8,5,6,5,3,1,3,4,4,1,3,1,1,1,2,2,1
"5207","S01011712",6,6,5,9,2,5,6,3,7,2,4,5,4,5,4,6,5,4,3,6,8,3,4,6,7,13,7,7,7,12,15,11,12,2,6,9,10,10,13,10,5,8,8,8,10,8,4,8,8,5,6,8,11,6,5,7,5,3,10,10,6,4,10,7,5,3,10,3,7,4,7,3,1,2,4,5,3,1,4,0,5,1,3,2,4,0,1,1,0,3,4
"5208","S01011713",7,11,4,5,5,3,8,5,6,4,2,9,5,4,17,4,8,5,10,13,5,9,9,8,4,12,6,5,7,8,2,17,11,15,3,8,10,10,5,4,8,13,11,6,12,17,9,15,17,9,14,13,13,16,14,23,17,4,11,18,8,10,23,19,19,19,18,21,8,9,10,4,14,8,12,2,7,7,1,7,6,7,6,6,4,2,1,0,3,2,3
"5209","S01011714",4,8,13,8,11,9,12,7,11,14,15,4,8,12,9,5,12,12,6,4,5,7,4,2,1,3,4,9,6,1,9,9,7,4,14,7,9,15,12,10,12,13,12,11,16,14,10,7,9,9,11,8,10,6,5,6,8,4,4,8,2,6,3,4,5,2,3,3,1,1,1,0,1,1,1,0,1,0,1,2,0,1,0,0,0,0,0,2,0,0,0
"5210","S01011715",7,5,9,6,14,9,12,5,3,10,3,12,10,5,6,7,10,8,6,6,6,8,6,6,10,15,12,5,5,12,11,8,8,7,9,5,6,6,11,3,11,16,8,10,6,13,11,8,8,11,9,13,11,6,5,7,5,7,8,3,5,4,7,5,4,5,8,2,7,2,8,5,5,7,6,7,5,7,7,3,4,2,1,1,4,0,0,1,0,1,2
"5211","S01011716",9,9,9,13,11,13,17,8,12,10,13,9,9,17,18,9,14,17,15,8,15,17,12,8,19,8,11,6,13,7,6,29,13,21,12,23,11,11,12,12,10,11,16,16,10,20,19,15,16,29,11,23,7,14,5,19,15,12,5,11,6,9,7,6,11,2,5,11,7,8,8,3,4,5,2,3,3,1,1,4,3,1,0,0,1,3,0,1,0,0,0
"5212","S01011717",8,4,5,3,10,9,3,10,7,6,5,5,6,5,6,13,12,4,3,6,11,7,7,7,6,6,4,4,6,6,6,10,11,5,8,10,5,9,7,2,8,12,12,8,10,7,7,5,13,9,15,12,13,9,5,11,10,15,7,18,11,16,16,20,18,6,18,20,14,18,16,8,6,8,2,5,1,4,3,3,2,3,3,3,2,1,0,1,1,0,2
"5213","S01011718",17,18,22,16,18,15,15,19,8,16,6,14,11,10,15,12,15,5,9,5,11,10,4,2,8,7,4,8,8,9,9,12,20,30,20,16,27,19,20,15,25,25,18,20,16,26,8,14,19,9,14,14,6,13,5,5,5,4,0,5,9,3,6,4,7,3,7,1,6,1,5,1,0,1,1,2,1,0,0,1,1,0,1,0,1,0,2,0,0,0,1
