"","dz2011","simd2020_inc_rate"
"6523","S01013028",0.07
"6524","S01013029",0.17
"6525","S01013030",0.21
"6526","S01013031",0.19
"6527","S01013032",0.05
"6528","S01013033",0.08
"6529","S01013034",0.17
"6530","S01013035",0.15
"6531","S01013036",0.21
"6532","S01013037",0.05
"6533","S01013038",0.14
"6534","S01013039",0.02
"6535","S01013040",0.11
"6536","S01013041",0.13
"6537","S01013042",0.08
"6538","S01013043",0.23
"6539","S01013044",0.13
"6540","S01013045",0.09
"6541","S01013046",0.14
"6542","S01013047",0.03
"6543","S01013048",0.07
"6544","S01013049",0.03
"6545","S01013050",0.18
"6546","S01013051",0.19
"6547","S01013052",0.17
"6548","S01013053",0.25
"6549","S01013054",0.09
"6550","S01013055",0.14
"6551","S01013056",0.19
"6552","S01013057",0.28
"6553","S01013058",0.03
"6554","S01013059",0.04
"6555","S01013060",0.06
"6556","S01013061",0.01
"6557","S01013062",0.03
"6558","S01013063",0.05
"6559","S01013064",0.13
"6560","S01013065",0.15
"6561","S01013066",0.13
"6562","S01013067",0.04
"6563","S01013068",0.24
"6564","S01013069",0.08
"6565","S01013070",0.13
"6566","S01013071",0.02
"6567","S01013072",0.28
"6568","S01013073",0.2
"6569","S01013074",0.37
"6570","S01013075",0.4
"6571","S01013076",0.03
"6572","S01013077",0.27
"6573","S01013078",0.32
"6574","S01013079",0.04
"6575","S01013080",0.06
"6576","S01013081",0.02
"6577","S01013082",0.03
"6578","S01013083",0
"6579","S01013084",0.02
"6580","S01013085",0.1
"6581","S01013086",0.05
"6582","S01013087",0.01
"6583","S01013088",0.01
"6584","S01013089",0.08
"6585","S01013090",0.06
"6586","S01013091",0.05
"6587","S01013092",0.09
"6588","S01013093",0.02
"6589","S01013094",0.01
"6590","S01013095",0.01
"6591","S01013096",0.04
"6592","S01013097",0.03
"6593","S01013098",0
"6594","S01013099",0.07
"6595","S01013100",0.02
"6596","S01013101",0.15
"6597","S01013102",0.04
"6598","S01013103",0.02
"6599","S01013104",0.02
"6600","S01013105",0.03
"6601","S01013106",0.08
"6602","S01013107",0.05
"6603","S01013108",0.07
"6604","S01013109",0.06
"6605","S01013110",0.04
"6606","S01013111",0.05
"6607","S01013112",0.11
"6608","S01013113",0.13
"6609","S01013114",0.04
"6610","S01013115",0.1
"6611","S01013116",0.03
"6612","S01013117",0.08
"6613","S01013118",0.02
"6614","S01013119",0.08
"6615","S01013120",0.07
"6616","S01013121",0.09
"6617","S01013122",0.27
"6618","S01013123",0.21
"6619","S01013124",0.16
"6620","S01013125",0.16
"6621","S01013126",0.3
"6622","S01013127",0.29
"6623","S01013128",0.24
"6624","S01013129",0.22
"6625","S01013130",0.39
"6626","S01013131",0.17
"6627","S01013132",0.27
"6628","S01013133",0.23
"6629","S01013134",0.17
"6630","S01013135",0.4
"6631","S01013136",0.15
"6632","S01013137",0.17
"6633","S01013138",0.4
"6634","S01013139",0.34
"6635","S01013140",0.29
"6636","S01013141",0.24
"6637","S01013142",0.27
"6638","S01013143",0.16
"6639","S01013144",0.15
"6640","S01013145",0.19
"6641","S01013146",0.15
"6642","S01013147",0.14
"6643","S01013148",0.1
"6644","S01013149",0.11
"6645","S01013150",0.15
"6646","S01013151",0.05
"6647","S01013152",0.12
"6648","S01013153",0.27
"6649","S01013154",0.2
"6650","S01013155",0.27
"6651","S01013156",0.29
"6652","S01013157",0.27
"6653","S01013158",0.06
"6654","S01013159",0.04
"6655","S01013160",0.02
"6656","S01013161",0.18
"6657","S01013162",0.2
"6658","S01013163",0.05
"6659","S01013164",0.17
"6660","S01013165",0.13
"6661","S01013166",0.38
"6662","S01013167",0.33
"6663","S01013168",0.21
"6664","S01013169",0.23
"6665","S01013170",0.28
"6666","S01013171",0.09
"6667","S01013172",0.11
"6668","S01013173",0.08
"6669","S01013174",0.02
"6670","S01013175",0.05
"6671","S01013176",0.15
"6672","S01013177",0.07
"6673","S01013178",0.07
"6674","S01013179",0.08
"6675","S01013180",0.03
"6676","S01013181",0.07
"6677","S01013182",0.12
"6678","S01013183",0.07
"6679","S01013184",0.28
"6680","S01013185",0.19
"6681","S01013186",0.19
"6682","S01013187",0.18
"6683","S01013188",0.09
"6684","S01013189",0.05
"6685","S01013190",0.17
"6686","S01013191",0.01
"6687","S01013192",0.08
"6688","S01013193",0.11
"6689","S01013194",0.1
"6690","S01013195",0.17
"6691","S01013196",0.06
"6692","S01013197",0.07
"6693","S01013198",0.12
"6694","S01013199",0.13
"6695","S01013200",0.26
"6696","S01013201",0.39
"6697","S01013202",0.14
"6698","S01013203",0.25
"6699","S01013204",0.08
"6700","S01013205",0.37
"6701","S01013206",0.21
"6702","S01013207",0.25
"6703","S01013208",0.23
"6704","S01013209",0.2
"6705","S01013210",0.04
"6706","S01013211",0.14
"6707","S01013212",0.03
"6708","S01013213",0.02
"6709","S01013214",0.01
"6710","S01013215",0.11
"6711","S01013216",0.21
"6712","S01013217",0.16
"6713","S01013218",0.24
"6714","S01013219",0.25
"6715","S01013220",0.28
"6716","S01013221",0.2
"6717","S01013222",0.31
"6718","S01013223",0.22
"6719","S01013224",0.16
"6720","S01013225",0.28
"6721","S01013226",0.07
"6722","S01013227",0.24
"6723","S01013228",0.24
"6724","S01013229",0.21
"6725","S01013230",0.14
"6726","S01013231",0.2
"6727","S01013232",0.16
"6728","S01013233",0.12
"6729","S01013234",0.01
"6730","S01013235",0.12
"6731","S01013236",0.07
"6732","S01013237",0.12
"6733","S01013238",0.29
"6734","S01013239",0.32
"6735","S01013240",0.31
"6736","S01013241",0.02
"6737","S01013242",0.04
"6738","S01013243",0.13
"6739","S01013244",0.21
"6740","S01013245",0.08
"6741","S01013246",0.09
"6742","S01013247",0.23
"6743","S01013248",0.26
"6744","S01013249",0.16
"6745","S01013250",0.07
"6746","S01013251",0.27
"6747","S01013252",0.11
"6748","S01013253",0.08
"6749","S01013254",0.2
"6750","S01013255",0.07
"6751","S01013256",0.11
"6752","S01013257",0.15
"6753","S01013258",0.05
"6754","S01013259",0.14
"6755","S01013260",0.17
"6756","S01013261",0.21
"6757","S01013262",0.16
"6758","S01013263",0.04
"6759","S01013264",0.02
"6760","S01013265",0.03
"6761","S01013266",0.03
"6762","S01013267",0.15
"6763","S01013268",0.1
"6764","S01013269",0.05
"6765","S01013270",0.03
"6766","S01013271",0.01
"6767","S01013272",0.01
"6768","S01013273",0.02
"6769","S01013274",0.03
"6770","S01013275",0.04
"6771","S01013276",0.02
"6772","S01013277",0.13
"6773","S01013278",0.2
"6774","S01013279",0.18
"6775","S01013280",0.07
"6776","S01013281",0.18
"6777","S01013282",0.23
"6778","S01013283",0.11
"6779","S01013284",0.02
"6780","S01013285",0.03
"6781","S01013286",0.03
"6782","S01013287",0.02
"6783","S01013288",0.1
"6784","S01013289",0.02
"6785","S01013290",0.05
"6786","S01013291",0.05
"6787","S01013292",0.04
"6788","S01013293",0.02
"6789","S01013294",0.08
"6790","S01013295",0.04
"6791","S01013296",0.18
"6792","S01013297",0.1
"6793","S01013298",0.05
"6794","S01013299",0.12
"6795","S01013300",0.13
"6796","S01013301",0.18
"6797","S01013302",0.07
"6798","S01013303",0.09
"6799","S01013304",0.23
"6800","S01013305",0.18
"6801","S01013306",0.31
"6802","S01013307",0.22
"6803","S01013308",0.22
"6804","S01013309",0.06
"6805","S01013310",0.13
"6806","S01013311",0.21
"6807","S01013312",0.18
"6808","S01013313",0.15
"6809","S01013314",0.15
"6810","S01013315",0.01
"6811","S01013316",0.05
"6812","S01013317",0.04
"6813","S01013318",0.04
"6814","S01013319",0.09
"6815","S01013320",0.02
"6816","S01013321",0.18
"6817","S01013322",0.11
"6818","S01013323",0.17
"6819","S01013324",0.26
"6820","S01013325",0.31
"6821","S01013326",0.17
"6822","S01013327",0.16
"6823","S01013328",0.2
"6824","S01013329",0.2
"6825","S01013330",0.05
"6826","S01013331",0.04
"6827","S01013332",0.14
"6828","S01013333",0.07
"6829","S01013334",0.15
"6830","S01013335",0.24
"6831","S01013336",0.3
"6832","S01013337",0.07
"6833","S01013338",0.02
"6834","S01013339",0.05
"6835","S01013340",0.03
"6836","S01013341",0.02
"6837","S01013342",0.25
"6838","S01013343",0.1
"6839","S01013344",0.24
"6840","S01013345",0.16
"6841","S01013346",0.05
"6842","S01013347",0.05
"6843","S01013348",0.12
"6844","S01013349",0.07
"6845","S01013350",0.19
"6846","S01013351",0.11
"6847","S01013352",0.09
"6848","S01013353",0.26
"6849","S01013354",0.05
"6850","S01013355",0.09
"6851","S01013356",0.19
"6852","S01013357",0.09
"6853","S01013358",0.14
"6854","S01013359",0.35
"6855","S01013360",0.17
"6856","S01013361",0.23
"6857","S01013362",0.22
"6858","S01013363",0.3
"6859","S01013364",0.11
"6860","S01013365",0.09
"6861","S01013366",0.07
"6862","S01013367",0.05
"6863","S01013368",0.11
"6864","S01013369",0.26
"6865","S01013370",0.23
"6866","S01013371",0.17
"6867","S01013372",0.29
"6868","S01013373",0.17
"6869","S01013374",0.32
"6870","S01013375",0.17
"6871","S01013376",0.19
"6872","S01013377",0.15
"6873","S01013378",0.14
"6874","S01013379",0.09
"6875","S01013380",0.08
"6876","S01013381",0.16
"6877","S01013382",0.06
"6878","S01013383",0.22
"6879","S01013384",0.15
"6880","S01013385",0.07
"6881","S01013386",0.05
"6882","S01013387",0.14
"6883","S01013388",0.19
"6884","S01013389",0.13
"6885","S01013390",0.1
"6886","S01013391",0.07
"6887","S01013392",0.02
"6888","S01013393",0.18
"6889","S01013394",0.2
"6890","S01013395",0.41
"6891","S01013396",0.05
"6892","S01013397",0.14
"6893","S01013398",0.03
"6894","S01013399",0.07
"6895","S01013400",0.13
"6896","S01013401",0.05
"6897","S01013402",0.03
"6898","S01013403",0.04
"6899","S01013404",0.08
"6900","S01013405",0.08
"6901","S01013406",0.18
"6902","S01013407",0.21
"6903","S01013408",0.21
"6904","S01013409",0.13
"6905","S01013410",0.21
"6906","S01013411",0.11
"6907","S01013412",0.15
"6908","S01013413",0.09
"6909","S01013414",0.14
"6910","S01013415",0.27
"6911","S01013416",0.19
"6912","S01013417",0.15
"6913","S01013418",0.12
"6914","S01013419",0.02
"6915","S01013420",0.13
"6916","S01013421",0.05
"6917","S01013422",0.12
"6918","S01013423",0.1
"6919","S01013424",0.03
"6920","S01013425",0.07
"6921","S01013426",0.21
"6922","S01013427",0.02
"6923","S01013428",0.18
"6924","S01013429",0.14
"6925","S01013430",0.09
"6926","S01013431",0.21
"6927","S01013432",0.09
"6928","S01013433",0.05
"6929","S01013434",0.02
"6930","S01013435",0.01
"6931","S01013436",0.07
"6932","S01013437",0.12
"6933","S01013438",0.16
"6934","S01013439",0.01
"6935","S01013440",0.01
"6936","S01013441",0.03
"6937","S01013442",0.06
"6938","S01013443",0.03
"6939","S01013444",0.14
"6940","S01013445",0.04
"6941","S01013446",0.07
"6942","S01013447",0.03
"6943","S01013448",0.03
"6944","S01013449",0.01
"6945","S01013450",0.03
"6946","S01013451",0.01
"6947","S01013452",0.02
"6948","S01013453",0.22
"6949","S01013454",0.04
"6950","S01013455",0.03
"6951","S01013456",0.13
"6952","S01013457",0.14
"6953","S01013458",0.04
"6954","S01013459",0.17
"6955","S01013460",0.14
"6956","S01013461",0.11
"6957","S01013462",0.07
"6958","S01013463",0.13
"6959","S01013464",0.07
"6960","S01013465",0.06
"6961","S01013466",0.04
"6962","S01013467",0.04
"6963","S01013468",0.21
"6964","S01013469",0.06
"6965","S01013470",0.21
"6966","S01013471",0.15
"6967","S01013472",0.02
"6968","S01013473",0.01
"6969","S01013474",0.02
"6970","S01013475",0.04
"6971","S01013476",0.11
"6972","S01013477",0.13
"6973","S01013478",0.09
"6974","S01013479",0.18
"6975","S01013480",0.08
"6976","S01013481",0.03
