"","dz2011","simd2020_inc_rate"
"3297","S01009802",0.25
"3298","S01009803",0.3
"3299","S01009804",0.13
"3300","S01009805",0.28
"3301","S01009806",0.22
"3302","S01009807",0.16
"3303","S01009808",0.15
"3304","S01009809",0.17
"3305","S01009810",0.3
"3306","S01009811",0.26
"3307","S01009812",0.22
"3308","S01009813",0.4
"3309","S01009814",0.13
"3310","S01009815",0.19
"3311","S01009816",0.13
"3312","S01009817",0.2
"3313","S01009818",0.08
"3314","S01009819",0.14
"3315","S01009820",0.14
"3316","S01009821",0.11
"3317","S01009822",0.17
"3318","S01009823",0.24
"3319","S01009824",0.21
"3320","S01009825",0.23
"3321","S01009826",0.25
"3322","S01009827",0.22
"3323","S01009828",0.37
"3324","S01009829",0.22
"3325","S01009830",0.2
"3326","S01009831",0.12
"3327","S01009832",0.13
"3328","S01009833",0.13
"3329","S01009834",0.24
"3330","S01009835",0.26
"3331","S01009836",0.11
"3332","S01009837",0.26
"3333","S01009838",0.25
"3334","S01009839",0.3
"3335","S01009840",0.25
"3336","S01009841",0.23
"3337","S01009842",0.31
"3338","S01009843",0.42
"3339","S01009844",0.35
"3340","S01009845",0.22
"3341","S01009846",0.28
"3342","S01009847",0.21
"3343","S01009848",0.27
"3344","S01009849",0.26
"3345","S01009850",0.2
"3346","S01009851",0.27
"3347","S01009852",0.15
"3348","S01009853",0.15
"3349","S01009854",0.19
"3350","S01009855",0.11
"3351","S01009856",0.15
"3352","S01009857",0.13
"3353","S01009858",0.13
"3354","S01009859",0.34
"3355","S01009860",0.4
"3356","S01009861",0.28
"3357","S01009862",0.28
"3358","S01009863",0.2
"3359","S01009864",0.22
"3360","S01009865",0.1
"3361","S01009866",0.18
"3362","S01009867",0.14
"3363","S01009868",0.1
"3364","S01009869",0.12
"3365","S01009870",0.14
"3366","S01009871",0.24
"3367","S01009872",0.16
"3368","S01009873",0.15
"3369","S01009874",0.23
"3370","S01009875",0.24
"3371","S01009876",0.32
"3372","S01009877",0.06
"3373","S01009878",0.23
"3374","S01009879",0.03
"3375","S01009880",0.12
"3376","S01009881",0.14
"3377","S01009882",0.1
"3378","S01009883",0.11
"3379","S01009884",0.21
"3380","S01009885",0.13
"3381","S01009886",0.24
"3382","S01009887",0.3
"3383","S01009888",0.24
"3384","S01009889",0.3
"3385","S01009890",0.22
"3386","S01009891",0.18
"3387","S01009892",0.31
"3388","S01009893",0.16
"3389","S01009894",0.31
"3390","S01009895",0.31
"3391","S01009896",0.28
"3392","S01009897",0.18
"3393","S01009898",0.28
"3394","S01009899",0.12
"3395","S01009900",0.07
"3396","S01009901",0.05
"3397","S01009902",0.2
"3398","S01009903",0.15
"3399","S01009904",0.11
"3400","S01009905",0.19
"3401","S01009906",0.14
"3402","S01009907",0.21
"3403","S01009908",0.08
"3404","S01009909",0.09
"3405","S01009910",0.06
"3406","S01009911",0.06
"3407","S01009912",0.09
"3408","S01009913",0.04
"3409","S01009914",0.05
"3410","S01009915",0.06
"3411","S01009916",0.08
"3412","S01009917",0.03
"3413","S01009918",0.05
"3414","S01009919",0.15
"3415","S01009920",0.05
"3416","S01009921",0.06
"3417","S01009922",0.05
"3418","S01009923",0.09
"3419","S01009924",0.12
"3420","S01009925",0.06
"3421","S01009926",0.09
"3422","S01009927",0.12
"3423","S01009928",0.03
"3424","S01009929",0.06
"3425","S01009930",0.09
"3426","S01009931",0.03
"3427","S01009932",0.1
"3428","S01009933",0.29
"3429","S01009934",0.07
"3430","S01009935",0.37
"3431","S01009936",0.28
"3432","S01009937",0.17
"3433","S01009938",0.26
"3434","S01009939",0.39
"3435","S01009940",0.4
"3436","S01009941",0.14
"3437","S01009942",0.29
"3438","S01009943",0.38
"3439","S01009944",0.18
"3440","S01009945",0.3
"3441","S01009946",0.19
"3442","S01009947",0.17
"3443","S01009948",0.32
"3444","S01009949",0.18
"3445","S01009950",0.03
"3446","S01009951",0.02
"3447","S01009952",0.06
"3448","S01009953",0.08
"3449","S01009954",0.16
"3450","S01009955",0.15
"3451","S01009956",0.16
"3452","S01009957",0.03
"3453","S01009958",0.03
"3454","S01009959",0.03
"3455","S01009960",0.07
"3456","S01009961",0.08
"3457","S01009962",0.11
"3458","S01009963",0.03
"3459","S01009964",0.06
"3460","S01009965",0.05
"3461","S01009966",0.02
"3462","S01009967",0.05
"3463","S01009968",0.08
"3464","S01009969",0.03
"3465","S01009970",0.35
"3466","S01009971",0.29
"3467","S01009972",0.18
"3468","S01009973",0.13
"3469","S01009974",0.36
"3470","S01009975",0.46
"3471","S01009976",0.44
"3472","S01009977",0.45
"3473","S01009978",0.37
"3474","S01009979",0.36
"3475","S01009980",0.43
"3476","S01009981",0.35
"3477","S01009982",0.26
"3478","S01009983",0.4
"3479","S01009984",0.27
"3480","S01009985",0.42
"3481","S01009986",0.42
"3482","S01009987",0.29
"3483","S01009988",0.37
"3484","S01009989",0.14
"3485","S01009990",0.13
"3486","S01009991",0.14
"3487","S01009992",0.3
"3488","S01009993",0.11
"3489","S01009994",0.09
"3490","S01009995",0.1
"3491","S01009996",0.15
"3492","S01009997",0.11
"3493","S01009998",0.08
"3494","S01009999",0.06
"3495","S01010000",0.09
"3496","S01010001",0.14
"3497","S01010002",0.11
"3498","S01010003",0.06
"3499","S01010004",0.05
"3500","S01010005",0.16
"3501","S01010006",0.15
"3502","S01010007",0.07
"3503","S01010008",0.12
"3504","S01010009",0.17
"3505","S01010010",0.08
"3506","S01010011",0.24
"3507","S01010012",0.08
"3508","S01010013",0.18
"3509","S01010014",0.13
"3510","S01010015",0.09
"3511","S01010016",0.22
"3512","S01010017",0.27
"3513","S01010018",0.23
"3514","S01010019",0.4
"3515","S01010020",0.21
"3516","S01010021",0.29
"3517","S01010022",0.18
"3518","S01010023",0.47
"3519","S01010024",0.28
"3520","S01010025",0.31
"3521","S01010026",0.28
"3522","S01010027",0.19
"3523","S01010028",0.3
"3524","S01010029",0.36
"3525","S01010030",0.13
"3526","S01010031",0.1
"3527","S01010032",0.14
"3528","S01010033",0.27
"3529","S01010034",0.26
"3530","S01010035",0.06
"3531","S01010036",0.01
"3532","S01010037",0.36
"3533","S01010038",0.28
"3534","S01010039",0.06
"3535","S01010040",0.09
"3536","S01010041",0.16
"3537","S01010042",0.17
"3538","S01010043",0.29
"3539","S01010044",0.25
"3540","S01010045",0.4
"3541","S01010046",0.41
"3542","S01010047",0.45
"3543","S01010048",0.32
"3544","S01010049",0.34
"3545","S01010050",0.3
"3546","S01010051",0.34
"3547","S01010052",0.27
"3548","S01010053",0.27
"3549","S01010054",0.4
"3550","S01010055",0.35
"3551","S01010056",0.38
"3552","S01010057",0.28
"3553","S01010058",0.27
"3554","S01010059",0.16
"3555","S01010060",0.25
"3556","S01010061",0.13
"3557","S01010062",0.31
"3558","S01010063",0.33
"3559","S01010064",0.2
"3560","S01010065",0.3
"3561","S01010066",0.31
"3562","S01010067",0.38
"3563","S01010068",0.16
"3564","S01010069",0.09
"3565","S01010070",0.06
"3566","S01010071",0.14
"3567","S01010072",0.16
"3568","S01010073",0.1
"3569","S01010074",0.09
"3570","S01010075",0.16
"3571","S01010076",0.17
"3572","S01010077",0.25
"3573","S01010078",0.05
"3574","S01010079",0.03
"3575","S01010080",0.04
"3576","S01010081",0.06
"3577","S01010082",0.09
"3578","S01010083",0.22
"3579","S01010084",0.25
"3580","S01010085",0.07
"3581","S01010086",0.29
"3582","S01010087",0.07
"3583","S01010088",0.04
"3584","S01010089",0.18
"3585","S01010090",0.11
"3586","S01010091",0.07
"3587","S01010092",0.31
"3588","S01010093",0.11
"3589","S01010094",0.07
"3590","S01010095",0.04
"3591","S01010096",0.06
"3592","S01010097",0.08
"3593","S01010098",0.06
"3594","S01010099",0.05
"3595","S01010100",0.08
"3596","S01010101",0.06
"3597","S01010102",0.05
"3598","S01010103",0.05
"3599","S01010104",0.08
"3600","S01010105",0.3
"3601","S01010106",0.22
"3602","S01010107",0.26
"3603","S01010108",0.26
"3604","S01010109",0.22
"3605","S01010110",0.35
"3606","S01010111",0.42
"3607","S01010112",0.35
"3608","S01010113",0.33
"3609","S01010114",0.44
"3610","S01010115",0.15
"3611","S01010116",0.09
"3612","S01010117",0.04
"3613","S01010118",0.4
"3614","S01010119",0.27
"3615","S01010120",0.4
"3616","S01010121",0.41
"3617","S01010122",0.46
"3618","S01010123",0.36
"3619","S01010124",0.15
"3620","S01010125",0.2
"3621","S01010126",0.21
"3622","S01010127",0.3
"3623","S01010128",0.42
"3624","S01010129",0.45
"3625","S01010130",0.25
"3626","S01010131",0.08
"3627","S01010132",0.26
"3628","S01010133",0.37
"3629","S01010134",0.26
"3630","S01010135",0.27
"3631","S01010136",0.15
"3632","S01010137",0.29
"3633","S01010138",0.49
"3634","S01010139",0.27
"3635","S01010140",0.16
"3636","S01010141",0.39
"3637","S01010142",0.31
"3638","S01010143",0.22
"3639","S01010144",0.24
"3640","S01010145",0.18
"3641","S01010146",0.34
"3642","S01010147",0.37
"3643","S01010148",0.32
"3644","S01010149",0.19
"3645","S01010150",0.37
"3646","S01010151",0.35
"3647","S01010152",0.18
"3648","S01010153",0.25
"3649","S01010154",0.27
"3650","S01010155",0.22
"3651","S01010156",0.26
"3652","S01010157",0.39
"3653","S01010158",0.23
"3654","S01010159",0.26
"3655","S01010160",0.38
"3656","S01010161",0.18
"3657","S01010162",0.37
"3658","S01010163",0.39
"3659","S01010164",0.27
"3660","S01010165",0.34
"3661","S01010166",0.19
"3662","S01010167",0.3
"3663","S01010168",0.26
"3664","S01010169",0.31
"3665","S01010170",0.28
"3666","S01010171",0.34
"3667","S01010172",0.32
"3668","S01010173",0.17
"3669","S01010174",0.07
"3670","S01010175",0.22
"3671","S01010176",0.18
"3672","S01010177",0.42
"3673","S01010178",0.34
"3674","S01010179",0.34
"3675","S01010180",0.13
"3676","S01010181",0.35
"3677","S01010182",0.09
"3678","S01010183",0.28
"3679","S01010184",0.27
"3680","S01010185",0.3
"3681","S01010186",0.06
"3682","S01010187",0.09
"3683","S01010188",0.08
"3684","S01010189",0.04
"3685","S01010190",0.03
"3686","S01010191",0.09
"3687","S01010192",0.05
"3688","S01010193",0.06
"3689","S01010194",0.19
"3690","S01010195",0.23
"3691","S01010196",0.25
"3692","S01010197",0.29
"3693","S01010198",0.27
"3694","S01010199",0.28
"3695","S01010200",0.22
"3696","S01010201",0.14
"3697","S01010202",0.36
"3698","S01010203",0.06
"3699","S01010204",0.37
"3700","S01010205",0.28
"3701","S01010206",0
"3702","S01010207",0.49
"3703","S01010208",0.19
"3704","S01010209",0.35
"3705","S01010210",0.19
"3706","S01010211",0.31
"3707","S01010212",0.4
"3708","S01010213",0.24
"3709","S01010214",0.1
"3710","S01010215",0.36
"3711","S01010216",0.38
"3712","S01010217",0.34
"3713","S01010218",0.3
"3714","S01010219",0.13
"3715","S01010220",0.03
"3716","S01010221",0.37
"3717","S01010222",0.25
"3718","S01010223",0.27
"3719","S01010224",0.43
"3720","S01010225",0.25
"3721","S01010226",0
"3722","S01010227",0
"3723","S01010228",0.35
"3724","S01010229",0.24
"3725","S01010230",0.42
"3726","S01010231",0.35
"3727","S01010232",0.2
"3728","S01010233",0.32
"3729","S01010234",0.1
"3730","S01010235",0.06
"3731","S01010236",0.12
"3732","S01010237",0.11
"3733","S01010238",0.13
"3734","S01010239",0.25
"3735","S01010240",0.14
"3736","S01010241",0.17
"3737","S01010242",0.27
"3738","S01010243",0.26
"3739","S01010244",0.26
"3740","S01010245",0.51
"3741","S01010246",0.31
"3742","S01010247",0.21
"3743","S01010248",0.08
"3744","S01010249",0.1
"3745","S01010250",0.06
"3746","S01010251",0.04
"3747","S01010252",0.12
"3748","S01010253",0.4
"3749","S01010254",0.21
"3750","S01010255",0.35
"3751","S01010256",0.3
"3752","S01010257",0.09
"3753","S01010258",0
"3754","S01010259",0.18
"3755","S01010260",0.07
"3756","S01010261",0.1
"3757","S01010262",0.34
"3758","S01010263",0.04
"3759","S01010264",0.13
"3760","S01010265",0.01
"3761","S01010266",0.07
"3762","S01010267",0.06
"3763","S01010268",0.1
"3764","S01010269",0.1
"3765","S01010270",0.3
"3766","S01010271",0.14
"3767","S01010272",0.24
"3768","S01010273",0.03
"3769","S01010274",0.02
"3770","S01010275",0.02
"3771","S01010276",0.01
"3772","S01010277",0.25
"3773","S01010278",0.27
"3774","S01010279",0.22
"3775","S01010280",0.08
"3776","S01010281",0.06
"3777","S01010282",0.22
"3778","S01010283",0.06
"3779","S01010284",0.03
"3780","S01010285",0.14
"3781","S01010286",0.02
"3782","S01010287",0.04
"3783","S01010288",0.03
"3784","S01010289",0.01
"3785","S01010290",0.11
"3786","S01010291",0.08
"3787","S01010292",0.04
"3788","S01010293",0.12
"3789","S01010294",0.05
"3790","S01010295",0.07
"3791","S01010296",0.21
"3792","S01010297",0.24
"3793","S01010298",0.24
"3794","S01010299",0.27
"3795","S01010300",0.2
"3796","S01010301",0.08
"3797","S01010302",0.24
"3798","S01010303",0.24
"3799","S01010304",0.3
"3800","S01010305",0.27
"3801","S01010306",0.09
"3802","S01010307",0.05
"3803","S01010308",0.08
"3804","S01010309",0.22
"3805","S01010310",0.29
"3806","S01010311",0.35
"3807","S01010312",0.46
"3808","S01010313",0.41
"3809","S01010314",0.25
"3810","S01010315",0.23
"3811","S01010316",0.37
"3812","S01010317",0.12
"3813","S01010318",0.15
"3814","S01010319",0.12
"3815","S01010320",0.21
"3816","S01010321",0.21
"3817","S01010322",0.04
"3818","S01010323",0.59
"3819","S01010324",0.29
"3820","S01010325",0.3
"3821","S01010326",0.45
"3822","S01010327",0.23
"3823","S01010328",0.17
"3824","S01010329",0.18
"3825","S01010330",0.38
"3826","S01010331",0.34
"3827","S01010332",0.4
"3828","S01010333",0.32
"3829","S01010334",0.21
"3830","S01010335",0.29
"3831","S01010336",0.38
"3832","S01010337",0.33
"3833","S01010338",0.34
"3834","S01010339",0.23
"3835","S01010340",0.29
"3836","S01010341",0.14
"3837","S01010342",0.07
"3838","S01010343",0.04
"3839","S01010344",0.41
"3840","S01010345",0.05
"3841","S01010346",0.09
"3842","S01010347",0.28
"3843","S01010348",0.17
"3844","S01010349",0.23
"3845","S01010350",0.31
"3846","S01010351",0.19
"3847","S01010352",0.31
"3848","S01010353",0.39
"3849","S01010354",0.27
"3850","S01010355",0.28
"3851","S01010356",0.2
"3852","S01010357",0.33
"3853","S01010358",0.36
"3854","S01010359",0.4
"3855","S01010360",0.31
"3856","S01010361",0.35
"3857","S01010362",0.45
"3858","S01010363",0.09
"3859","S01010364",0.03
"3860","S01010365",0.03
"3861","S01010366",0.04
"3862","S01010367",0.02
"3863","S01010368",0.04
"3864","S01010369",0.12
"3865","S01010370",0.03
"3866","S01010371",0.04
"3867","S01010372",0.03
"3868","S01010373",0.05
"3869","S01010374",0.01
"3870","S01010375",0.04
"3871","S01010376",0.05
"3872","S01010377",0.06
"3873","S01010378",0.04
"3874","S01010379",0.08
"3875","S01010380",0.06
"3876","S01010381",0.05
"3877","S01010382",0.1
"3878","S01010383",0.23
"3879","S01010384",0.03
"3880","S01010385",0.11
"3881","S01010386",0.24
"3882","S01010387",0.1
"3883","S01010388",0.24
"3884","S01010389",0.02
"3885","S01010390",0.13
"3886","S01010391",0.15
"3887","S01010392",0.03
"3888","S01010393",0.08
"3889","S01010394",0.33
"3890","S01010395",0.16
"3891","S01010396",0.13
"3892","S01010397",0.07
"3893","S01010398",0.04
"3894","S01010399",0.01
"3895","S01010400",0.02
"3896","S01010401",0.09
"3897","S01010402",0.03
"3898","S01010403",0.03
"3899","S01010404",0.04
"3900","S01010405",0.04
"3901","S01010406",0.03
"3902","S01010407",0.04
"3903","S01010408",0.12
"3904","S01010409",0.02
"3905","S01010410",0.01
"3906","S01010411",0.02
"3907","S01010412",0.03
"3908","S01010413",0.02
"3909","S01010414",0.06
"3910","S01010415",0.23
"3911","S01010416",0.03
"3912","S01010417",0.02
"3913","S01010418",0.04
"3914","S01010419",0.03
"3915","S01010420",0.04
"3916","S01010421",0.04
"3917","S01010422",0.1
"3918","S01010423",0.3
"3919","S01010424",0.27
"3920","S01010425",0.32
"3921","S01010426",0.22
"3922","S01010427",0.27
"3923","S01010428",0.07
"3924","S01010429",0.04
"3925","S01010430",0.27
"3926","S01010431",0.03
"3927","S01010432",0.25
"3928","S01010433",0.39
"3929","S01010434",0.4
"3930","S01010435",0.21
"3931","S01010436",0.31
"3932","S01010437",0.21
"3933","S01010438",0.27
"3934","S01010439",0.26
"3935","S01010440",0.32
"3936","S01010441",0.1
"3937","S01010442",0.26
"3938","S01010443",0.13
"3939","S01010444",0.2
"3940","S01010445",0.23
"3941","S01010446",0.13
"3942","S01010447",0.31
"3943","S01010448",0.15
"3944","S01010449",0.2
"3945","S01010450",0.21
"3946","S01010451",0.32
"3947","S01010452",0.16
"3948","S01010453",0.31
"3949","S01010454",0.18
"3950","S01010455",0.41
"3951","S01010456",0.17
"3952","S01010457",0.12
"3953","S01010458",0.26
"3954","S01010459",0.2
"3955","S01010460",0.06
"3956","S01010461",0.27
"3957","S01010462",0.42
"3958","S01010463",0.13
"3959","S01010464",0.16
"3960","S01010465",0.04
"3961","S01010466",0.04
"3962","S01010467",0.06
"3963","S01010468",0.06
"3964","S01010469",0.2
"3965","S01010470",0.17
"3966","S01010471",0.21
"3967","S01010472",0.2
"3968","S01010473",0.08
"3969","S01010474",0.13
"3970","S01010475",0.04
"3971","S01010476",0.11
"3972","S01010477",0.13
"3973","S01010478",0.31
"3974","S01010479",0.18
"3975","S01010480",0.2
"3976","S01010481",0.4
"3977","S01010482",0.19
"3978","S01010483",0.22
"3979","S01010484",0.2
"3980","S01010485",0.14
"3981","S01010486",0.03
"3982","S01010487",0.11
"3983","S01010488",0.31
"3984","S01010489",0.24
"3985","S01010490",0.39
"3986","S01010491",0.39
"3987","S01010492",0.39
"3988","S01010493",0.45
"3989","S01010494",0.26
"3990","S01010495",0.4
"3991","S01010496",0.36
"3992","S01010497",0.3
"3993","S01010498",0.32
"3994","S01010499",0.42
"3995","S01010500",0.32
"3996","S01010501",0.23
"3997","S01010502",0.16
"3998","S01010503",0.35
"3999","S01010504",0.06
"4000","S01010505",0.08
"4001","S01010506",0.07
"4002","S01010507",0.07
"4003","S01010508",0.05
"4004","S01010509",0.04
"4005","S01010510",0.08
"4006","S01010511",0.11
"4007","S01010512",0.11
"4008","S01010513",0.03
"4009","S01010514",0.07
"4010","S01010515",0.1
"4011","S01010516",0.05
"4012","S01010517",0.11
"4013","S01010518",0.06
"4014","S01010519",0.07
"4015","S01010520",0.08
"4016","S01010521",0.1
"4017","S01010522",0.2
"4018","S01010523",0.23
"4019","S01010524",0.04
"4020","S01010525",0.06
"4021","S01010526",0.08
"4022","S01010527",0.17
"4023","S01010528",0.09
"4024","S01010529",0.05
"4025","S01010530",0.03
"4026","S01010531",0.08
"4027","S01010532",0.07
"4028","S01010533",0.08
"4029","S01010534",0.08
"4030","S01010535",0.04
"4031","S01010536",0.13
"4032","S01010537",0.06
"4033","S01010538",0.09
"4034","S01010539",0.04
"4035","S01010540",0.06
"4036","S01010541",0.05
"4037","S01010542",0.05
"4038","S01010543",0.07
"4039","S01010544",0.08
"4040","S01010545",0.06
"4041","S01010546",0.08
"4042","S01010547",0.04
"4043","S01010548",0.04
"4044","S01010549",0.04
"4045","S01010550",0.08
"4046","S01010551",0.04
"4047","S01010552",0.08
"4048","S01010553",0.04
"4049","S01010554",0.09
"4050","S01010555",0.11
"4051","S01010556",0.19
"4052","S01010557",0.12
"4053","S01010558",0.11
"4054","S01010559",0.07
"4055","S01010560",0.04
"4056","S01010561",0.03
"4057","S01010562",0.04
"4058","S01010563",0.15
"4059","S01010564",0.25
"4060","S01010565",0.14
"4061","S01010566",0.02
"4062","S01010567",0.05
"4063","S01010568",0.08
"4064","S01010569",0.03
"4065","S01010570",0.18
"4066","S01010571",0.06
"4067","S01010572",0.11
"4068","S01010573",0.13
"4069","S01010574",0.03
"4070","S01010575",0.04
"4071","S01010576",0.02
"4072","S01010577",0.19
"4073","S01010578",0.12
"4074","S01010579",0.04
"4075","S01010580",0.13
"4076","S01010581",0.08
"4077","S01010582",0.04
"4078","S01010583",0.03
"4079","S01010584",0.11
"4080","S01010585",0.04
"4081","S01010586",0.02
"4082","S01010587",0.03
"4083","S01010588",0.07
"4084","S01010589",0.19
"4085","S01010590",0.02
"4086","S01010591",0.05
"4087","S01010592",0.05
"4088","S01010593",0.05
"4089","S01010594",0.04
"4090","S01010595",0.06
"4091","S01010596",0.02
"4092","S01010597",0.06
"4093","S01010598",0.03
"4094","S01010599",0.06
"4095","S01010600",0.05
"4096","S01010601",0.03
"4097","S01010602",0.04
"4098","S01010603",0.03
"4099","S01010604",0.01
"4100","S01010605",0.04
"4101","S01010606",0.14
"4102","S01010607",0.03
"4103","S01010608",0.3
"4104","S01010609",0.19
"4105","S01010610",0.07
"4106","S01010611",0.16
"4107","S01010612",0.07
"4108","S01010613",0.16
"4109","S01010614",0.24
"4110","S01010615",0.09
"4111","S01010616",0.03
"4112","S01010617",0.03
"4113","S01010618",0.04
"4114","S01010619",0.19
"4115","S01010620",0.27
"4116","S01010621",0.09
"4117","S01010622",0.24
"4118","S01010623",0.07
"4119","S01010624",0.11
"4120","S01010625",0.02
"4121","S01010626",0.06
"4122","S01010627",0.09
"4123","S01010628",0.05
"4124","S01010629",0.09
"4125","S01010630",0.18
"4126","S01010631",0.13
"4127","S01010632",0.2
"4128","S01010633",0.26
"4129","S01010634",0.17
"4130","S01010635",0.21
"4131","S01010636",0.07
"4132","S01010637",0.27
"4133","S01010638",0.16
"4134","S01010639",0.2
"4135","S01010640",0.12
"4136","S01010641",0.31
"4137","S01010642",0.32
"4138","S01010643",0.38
"4139","S01010644",0.46
"4140","S01010645",0.06
"4141","S01010646",0.04
"4142","S01010647",0.03
"4143","S01010648",0.11
"4144","S01010649",0.08
"4145","S01010650",0.2
"4146","S01010651",0.15
"4147","S01010652",0.1
"4148","S01010653",0.06
"4149","S01010654",0.12
"4150","S01010655",0.05
"4151","S01010656",0.12
"4152","S01010657",0.04
"4153","S01010658",0.04
"4154","S01010659",0.04
"4155","S01010660",0.15
"4156","S01010661",0.14
"4157","S01010662",0.08
"4158","S01010663",0.04
"4159","S01010664",0.04
"4160","S01010665",0.09
"4161","S01010666",0.09
"4162","S01010667",0.07
"4163","S01010668",0.05
"4164","S01010669",0.05
"4165","S01010670",0.07
"4166","S01010671",0.04
"4167","S01010672",0.16
"4168","S01010673",0.11
"4169","S01010674",0.08
"4170","S01010675",0.04
"4171","S01010676",0.05
"4172","S01010677",0.05
"4173","S01010678",0.11
"4174","S01010679",0.1
"4175","S01010680",0.16
"4176","S01010681",0.11
"4177","S01010682",0.04
"4178","S01010683",0.07
"4179","S01010684",0.05
"4180","S01010685",0.09
"4181","S01010686",0.08
"4182","S01010687",0.07
"4183","S01010688",0.05
"4184","S01010689",0.06
"4185","S01010690",0.1
"4186","S01010691",0.04
"4187","S01010692",0.07
"4188","S01010693",0.06
"4189","S01010694",0.08
"4190","S01010695",0.05
"4191","S01010696",0.08
"4192","S01010697",0.07
"4193","S01010698",0.11
"4194","S01010699",0.05
"4195","S01010700",0.03
"4196","S01010701",0.09
"4197","S01010702",0.05
"4198","S01010703",0.04
"4199","S01010704",0.14
"4200","S01010705",0.06
"4201","S01010706",0.13
"4202","S01010707",0.09
"4203","S01010708",0.07
"4204","S01010709",0.04
"4205","S01010710",0.14
"4206","S01010711",0.03
"4207","S01010712",0.14
"4208","S01010713",0.08
"4209","S01010714",0.22
"4210","S01010715",0.13
"4211","S01010716",0.14
"4212","S01010717",0.02
"4213","S01010718",0.09
"4214","S01010719",0.06
"4215","S01010720",0.07
"4216","S01010721",0.06
"4217","S01010722",0.09
"4218","S01010723",0.03
"4219","S01010724",0.07
"4220","S01010725",0.04
"4221","S01010726",0.08
"4222","S01010727",0.02
"4223","S01010728",0.03
"4224","S01010729",0.03
"4225","S01010730",0.03
"4226","S01010731",0.09
"4227","S01010732",0.24
"4228","S01010733",0.28
"4229","S01010734",0.24
"4230","S01010735",0.27
"4231","S01010736",0.02
"4232","S01010737",0.15
"4233","S01010738",0.13
"4234","S01010739",0.15
"4235","S01010740",0.36
"4236","S01010741",0.11
"4237","S01010742",0.13
"4238","S01010743",0.26
"4239","S01010744",0.1
"4240","S01010745",0.16
"4241","S01010746",0.09
"4242","S01010747",0.18
"4243","S01010748",0.05
"4244","S01010749",0.06
"4245","S01010750",0.07
"4246","S01010751",0.25
"4247","S01010752",0.14
"4248","S01010753",0.18
"4249","S01010754",0.19
"4250","S01010755",0.12
"4251","S01010756",0.05
"4252","S01010757",0.08
"4253","S01010758",0.05
"4254","S01010759",0.13
"4255","S01010760",0.08
"4256","S01010761",0.06
"4257","S01010762",0.09
"4258","S01010763",0.12
"4259","S01010764",0.07
"4260","S01010765",0.13
"4261","S01010766",0.1
"4262","S01010767",0.15
"4263","S01010768",0.15
"4264","S01010769",0.05
"4265","S01010770",0.12
"4266","S01010771",0.14
"4267","S01010772",0.1
"4268","S01010773",0.1
"4269","S01010774",0.18
"4270","S01010775",0.06
"4271","S01010776",0.12
"4272","S01010777",0.21
"4273","S01010778",0.3
"4274","S01010779",0.24
"4275","S01010780",0.15
"4276","S01010781",0.06
"4277","S01010782",0.19
"4278","S01010783",0.18
"4279","S01010784",0.27
"4280","S01010785",0.05
"4281","S01010786",0.06
"4282","S01010787",0.08
"4283","S01010788",0.06
"4284","S01010789",0.08
"4285","S01010790",0.09
"4286","S01010791",0.07
"4287","S01010792",0.18
"4288","S01010793",0.05
"4289","S01010794",0.08
"4290","S01010795",0.07
"4291","S01010796",0.06
"4292","S01010797",0.04
"4293","S01010798",0.07
"4294","S01010799",0.13
"4295","S01010800",0.11
"4296","S01010801",0.14
"4297","S01010802",0.11
"4298","S01010803",0.2
"4299","S01010804",0.05
"4300","S01010805",0.07
"4301","S01010806",0.21
"4302","S01010807",0.08
"4303","S01010808",0.09
"4304","S01010809",0.04
"4305","S01010810",0.08
"4306","S01010811",0.08
"4307","S01010812",0.09
"4308","S01010813",0.09
"4309","S01010814",0.06
"4310","S01010815",0.07
"4311","S01010816",0.04
"4312","S01010817",0.04
"4313","S01010818",0.05
"4314","S01010819",0.1
"4315","S01010820",0.07
"4316","S01010821",0.01
"4317","S01010822",0.09
"4318","S01010823",0.06
"4319","S01010824",0.03
"4320","S01010825",0.01
"4321","S01010826",0.05
"4322","S01010827",0.03
"4323","S01010828",0.03
"4324","S01010829",0.07
"4325","S01010830",0.06
"4326","S01010831",0.02
"4327","S01010832",0.06
"4328","S01010833",0.03
"4329","S01010834",0.02
"4330","S01010835",0.03
"4331","S01010836",0.03
"4332","S01010837",0.1
"4333","S01010838",0.08
"4334","S01010839",0.09
"4335","S01010840",0.1
"4336","S01010841",0.09
"4337","S01010842",0.26
"4338","S01010843",0.21
"4339","S01010844",0.04
"4340","S01010845",0.08
"4341","S01010846",0.16
"4342","S01010847",0.03
"4343","S01010848",0.29
"4344","S01010849",0.32
"4345","S01010850",0.25
"4346","S01010851",0.29
"4347","S01010852",0.14
"4348","S01010853",0.14
"4349","S01010854",0.25
"4350","S01010855",0.22
"4351","S01010856",0.25
"4352","S01010857",0.11
"4353","S01010858",0.25
"4354","S01010859",0.29
"4355","S01010860",0.16
"4356","S01010861",0.31
"4357","S01010862",0.43
"4358","S01010863",0.06
"4359","S01010864",0.03
"4360","S01010865",0.02
"4361","S01010866",0.09
"4362","S01010867",0.03
"4363","S01010868",0.1
"4364","S01010869",0.03
"4365","S01010870",0.08
"4366","S01010871",0.09
"4367","S01010872",0.16
"4368","S01010873",0.37
"4369","S01010874",0.06
"4370","S01010875",0.17
"4371","S01010876",0.21
"4372","S01010877",0.19
